city,backbone,sat,kstar,BASE_micro,BASE_macro,SIT_micro,SIT_macro,dMacro,BASE_micro_csv
nyc_tist,B_blind,0.2642,0.5,0.28032,0.20377,0.34162,0.24709,0.04331,0.28032
nyc_tist,B_full,0.2642,0.5,0.39011,0.31764,0.407,0.32558,0.00794,0.39011
nyc_tist,EASE,0.2642,0.1,0.27043,0.19177,0.31952,0.22223,0.03047,0.27043
nyc_tist,SASRec,0.2642,0.25,0.42042,0.28614,0.43163,0.2937,0.00756,0.42042
nyc_tist,FPMC,0.2642,0.25,0.39655,0.27223,0.41521,0.28471,0.01248,0.39655
nyc_tist,DeepFM,0.2642,1.5,0.29834,0.2632,0.31366,0.24282,-0.02037,0.29834
nyc_tist,AFM,0.2642,1.0,0.23409,0.1622,0.32686,0.22617,0.06397,0.23409
