city,seed,backbone,phase,K,eps,kappa,gating,boundary_frac,macroCatMRR,CatMRR,HR20,NDCG20,Coverage,Gini,LT20
ml1m,42,AFM,kappa,5,0.03,0.1,single,0.2423,0.2166312348775191,0.43811684806607876,0.09000607002129651,0.034960922535960115,0.36257668711656443,0.9276054343511448,0.050590537
ml1m,42,AFM,kappa,5,0.03,0.25,single,0.2423,0.22086688078974387,0.43912904113061213,0.09075196246874968,0.03516118197048007,0.36809815950920244,0.9228647634979708,0.05424181
ml1m,42,AFM,kappa,5,0.03,0.5,single,0.2423,0.2149502556119266,0.4220278978800351,0.08879035106671192,0.03416903669219534,0.3852760736196319,0.9145147463899403,0.060150824
ml1m,42,AFM,kappa,5,0.03,1.0,single,0.2423,0.1917140060738794,0.3806602352205894,0.079870506212341,0.030780802658543473,0.4088957055214724,0.9034443088327362,0.07032531
ml1m,42,AFM,kappa,5,0.03,1.5,single,0.2423,0.17893627669296944,0.3552449910604349,0.07410398598065138,0.028590899232387633,0.42208588957055215,0.8999473283480093,0.0818959
ml1m,42,SASRec,kappa,5,0.03,0.0,double,0.2423,0.34299384177216885,0.5250473002193938,0.3234935544604368,0.13629475639791075,0.838036809815951,0.5699278881217502,0.56930315
ml1m,42,SASRec,kappa,5,0.03,0.05,double,0.2423,0.34428917758334365,0.5243587742252993,0.323444685644914,0.13620601896171208,0.8383435582822086,0.5691816330635833,0.5712852
ml1m,42,SASRec,kappa,5,0.03,0.1,double,0.2423,0.3443859528865626,0.5225189509972974,0.32299200609059764,0.13584320974926223,0.839877300613497,0.5681513020186213,0.573204
ml1m,42,SASRec,kappa,5,0.03,0.25,double,0.2423,0.3419615929734445,0.5122357290772611,0.3190104836469511,0.13391288892089054,0.8423312883435583,0.5637831620752491,0.57832897
ml1m,42,SASRec,kappa,5,0.03,0.5,double,0.2423,0.3351936033935193,0.4897124818810463,0.3102826846641083,0.13007327034952135,0.8475460122699386,0.554488068782045,0.5851928
