city,seed,backbone,phase,K,eps,kappa,gating,boundary_frac,macroCatMRR,CatMRR,HR20,NDCG20,Coverage,Gini,LT20
ml1m,44,SASRec,kappa,5,0.03,1.0,single,0.2423,0.31102459714666797,0.43820771371777034,0.2813694928274296,0.11820433160166838,0.8558282208588958,0.5417846582152597,0.6000823
ml1m,44,SASRec,kappa,5,0.03,1.5,single,0.2423,0.2824490195535578,0.4055455406706142,0.25676190084260125,0.10827393536762113,0.8607361963190184,0.5390119596524414,0.6098947
ml1m,44,B_blind,keps,3,0.01,0.25,double,0.0636,0.1328340536660059,0.3776854663888249,0.0625417956974866,0.023767231845001482,0.6861963190184049,0.7393380495658863,0.24496701
ml1m,44,EASE,keps,3,0.01,0.25,double,0.0636,0.1240945406047335,0.3696168594839783,0.0697555187467635,0.02614622740916285,0.4162576687116564,0.9089992250418895,0.017871069
ml1m,44,AFM,keps,3,0.01,0.25,double,0.0636,0.21576470064362288,0.4367842766292171,0.0896322664499292,0.034785092607575736,0.37208588957055216,0.9236453832586955,0.05173664
ml1m,44,SASRec,keps,3,0.01,0.25,double,0.0636,0.336830866498072,0.5106918063582364,0.31739009660593215,0.1335357092628696,0.843558282208589,0.561296928816645,0.57741135
ml1m,44,B_blind,keps,3,0.03,0.25,double,0.1724,0.13309001241406612,0.37798031086838907,0.06273727095957778,0.02386164151383936,0.6877300613496933,0.7395830308158513,0.24449687
ml1m,44,EASE,keps,3,0.03,0.25,double,0.1724,0.12752097754782996,0.37929962973513753,0.07140162621700497,0.02667976845193188,0.41932515337423315,0.910834465400405,0.017427135
ml1m,44,AFM,keps,3,0.03,0.25,double,0.1724,0.21545185703639033,0.43765497183577734,0.08993576751475496,0.0348481932740803,0.37300613496932516,0.9238777801180387,0.05165433
ml1m,44,SASRec,keps,3,0.03,0.25,double,0.1724,0.3378317381889572,0.5124680383723619,0.3180691159374068,0.13373713371440002,0.8432515337423313,0.5622676648381282,0.5774267
ml1m,44,B_blind,keps,3,0.05,0.25,double,0.2661,0.13334705890116139,0.37800498259491017,0.06272698278788877,0.023869868730511418,0.6883435582822086,0.7398685165346381,0.24410333
ml1m,44,EASE,keps,3,0.05,0.25,double,0.2661,0.13022148047271012,0.3859218533949772,0.07231212941148228,0.026996012701327735,0.4205521472392638,0.9122538310342634,0.017026924
ml1m,44,AFM,keps,3,0.05,0.25,double,0.2661,0.21536781921333215,0.4389406709679056,0.08992033525722146,0.03489595448280493,0.37147239263803683,0.9241897329474658,0.05155351
ml1m,44,SASRec,keps,3,0.05,0.25,double,0.2661,0.33881311342857795,0.5142354396678466,0.3185475159209457,0.13402046993514136,0.842638036809816,0.5630637550425452,0.5771068
ml1m,44,B_blind,keps,3,0.1,0.25,double,0.4692,0.1329386359440664,0.37764069926774213,0.06294303439335795,0.023913231643647757,0.6861963190184049,0.7405142959195028,0.24331734
ml1m,44,EASE,keps,3,0.1,0.25,double,0.4692,0.13474611033829353,0.3989408007726794,0.0734592605548068,0.027473570476083335,0.41779141104294476,0.9163449931981298,0.015697177
ml1m,44,AFM,keps,3,0.1,0.25,double,0.4692,0.21509332462082853,0.4400266806374683,0.089976920201511,0.035019639447590956,0.36871165644171777,0.9249783863185745,0.05091668
ml1m,44,SASRec,keps,3,0.1,0.25,double,0.4692,0.3402480579542396,0.5181660937922127,0.3202244879062542,0.13460531975542367,0.8404907975460123,0.5650581837135464,0.5757343
ml1m,44,B_blind,keps,4,0.01,0.25,double,0.0712,0.1353833585746782,0.37660778871280726,0.06275784730295579,0.02386257697007433,0.6865030674846626,0.7387514842896776,0.24675559
ml1m,44,EASE,keps,4,0.01,0.25,double,0.0712,0.1332497497748083,0.35155100757790614,0.0668113869484254,0.025143897800403173,0.42822085889570555,0.9062429238049798,0.03667836
ml1m,44,AFM,keps,4,0.01,0.25,double,0.0712,0.22019252373508655,0.4393096856461861,0.09037644420210085,0.03497826355358958,0.3684049079754601,0.9234331436417489,0.05318625
ml1m,44,SASRec,keps,4,0.01,0.25,double,0.0712,0.34141106740796373,0.5089028803884859,0.31862467720861326,0.1336599496865658,0.8432515337423313,0.5632803554557007,0.5793717
ml1m,44,B_blind,keps,4,0.03,0.25,double,0.2043,0.13551498250597419,0.37749746421910985,0.06291216987829093,0.023936484863538898,0.6874233128834356,0.7392525681138504,0.24596444
ml1m,44,EASE,keps,4,0.03,0.25,double,0.2043,0.13543528122622617,0.3623586199653556,0.06886387720038271,0.025856703245869403,0.4340490797546012,0.907666312555792,0.03414284
ml1m,44,AFM,keps,4,0.03,0.25,double,0.2043,0.22028029881931063,0.4399985425151935,0.09040216463132336,0.035036558541633074,0.3693251533742331,0.9237929090133661,0.053138413
ml1m,44,SASRec,keps,4,0.03,0.25,double,0.2043,0.3424878049947505,0.5108145346860342,0.3187892879556374,0.13384717833146562,0.843558282208589,0.5640368516629313,0.5785466
ml1m,44,B_blind,keps,4,0.05,0.25,double,0.3292,0.13510680644864972,0.37865562120122404,0.06289159353491292,0.02393927496989311,0.6883435582822086,0.7398632339056228,0.24509047
ml1m,44,EASE,keps,4,0.05,0.25,double,0.3292,0.13811566182450355,0.37613915518802377,0.07117871583040977,0.026641684947940544,0.4361963190184049,0.9093732474209983,0.030705048
ml1m,44,AFM,keps,4,0.05,0.25,double,0.3292,0.22038101527919998,0.440807491400177,0.09042274097470139,0.03506331265624587,0.3693251533742331,0.9241055959006874,0.05315126
ml1m,44,SASRec,keps,4,0.05,0.25,double,0.3292,0.3422250357523658,0.513196822288318,0.31917509439397523,0.1341023798314213,0.843558282208589,0.5646313681810329,0.57783365
ml1m,44,B_blind,keps,4,0.1,0.25,double,0.6615,0.13216717195027428,0.372147222843066,0.061975946254591095,0.02356030651906377,0.6834355828220859,0.741127818099065,0.24318409
ml1m,44,EASE,keps,4,0.1,0.25,double,0.6615,0.1406160468716875,0.39847790653445425,0.07313346845132151,0.027360059302346546,0.41779141104294476,0.9200906889710863,0.016018681
ml1m,44,AFM,keps,4,0.1,0.25,double,0.6615,0.2156190969599082,0.43881772049443357,0.0897694420724493,0.03490540545742874,0.36809815950920244,0.9263489345777687,0.050717086
ml1m,44,SASRec,keps,4,0.1,0.25,double,0.6615,0.34283557311333057,0.5197471960340381,0.32070803197563763,0.13490210700498803,0.8401840490797546,0.5664414167203744,0.5758573
ml1m,44,B_blind,keps,5,0.01,0.25,double,0.1225,0.13617858903756586,0.37615595942399277,0.06288130536322391,0.024046022646152902,0.6874233128834356,0.7385850832114269,0.24664448
ml1m,44,EASE,keps,5,0.01,0.25,double,0.1225,0.13496265233698423,0.3371178876817953,0.0655870945174333,0.02481396841553215,0.4294478527607362,0.9028571410988662,0.046666633
ml1m,44,AFM,keps,5,0.01,0.25,double,0.1225,0.21897790828100225,0.43657376015483534,0.09034557968703381,0.034997400392980826,0.36809815950920244,0.9233679889029127,0.053703226
ml1m,44,SASRec,keps,5,0.01,0.25,double,0.1225,0.34351743442309846,0.5079538267265281,0.31895389870266155,0.1336825197645826,0.8420245398773006,0.5640695469045005,0.5800445
ml1m,44,B_blind,keps,5,0.05,0.25,double,0.3449,0.1356532194703431,0.3789966877178626,0.06306649245362607,0.024007348565011258,0.6883435582822086,0.7400009221483947,0.24496394
ml1m,44,EASE,keps,5,0.05,0.25,double,0.3449,0.14316276599078262,0.3819764910059743,0.07169826850070474,0.02692483992130188,0.4368098159509202,0.9082862960858809,0.032277595
ml1m,44,AFM,keps,5,0.05,0.25,double,0.3449,0.2197219396689207,0.4399373719428335,0.09027356248521075,0.03506376251494503,0.37116564417177916,0.9237050710650725,0.05343625
ml1m,44,SASRec,keps,5,0.05,0.25,double,0.3449,0.34290321723294054,0.5139198934173661,0.3195866212615356,0.13416678529253956,0.8423312883435583,0.5644737095240129,0.5773964
ml1m,44,B_blind,keps,5,0.1,0.25,double,0.7885,0.13223471536673267,0.3725847188006197,0.06187306453770101,0.023579354145482793,0.6834355828220859,0.7417822767875428,0.24188368
ml1m,44,EASE,keps,5,0.1,0.25,double,0.7885,0.1455219947862295,0.4080726987111007,0.07403882755995432,0.027816503780644916,0.41840490797546015,0.9220312824168138,0.017749153
ml1m,44,AFM,keps,5,0.1,0.25,double,0.7885,0.21734176021515644,0.43941890656191185,0.08988775604687291,0.03497117750241084,0.3628834355828221,0.9268890071011737,0.051090542
ml1m,44,SASRec,keps,5,0.1,0.25,double,0.7885,0.34355229188106967,0.5215575685344186,0.32213294375456536,0.13549006548680037,0.8404907975460123,0.5675813401473428,0.5751263
ml1m,44,B_blind,keps,6,0.01,0.25,double,0.106,0.13674308607283922,0.3774452374155711,0.0634471548061194,0.024154801462368824,0.6920245398773006,0.7379830910426821,0.24701695
ml1m,44,EASE,keps,6,0.01,0.25,double,0.106,0.1363883342955388,0.3409445409114465,0.0661426557886398,0.02490748410652625,0.4343558282208589,0.8998390989909575,0.05742549
ml1m,44,AFM,keps,6,0.01,0.25,double,0.106,0.22055456193878611,0.43532890876975466,0.09072624203952716,0.03511010309635675,0.37331288343558283,0.9222353495646176,0.05519244
ml1m,44,SASRec,keps,6,0.01,0.25,double,0.106,0.3433291108359672,0.5070086455886939,0.3184754987191226,0.13351685013673267,0.842638036809816,0.5639274959719913,0.579685
ml1m,44,B_blind,keps,6,0.03,0.25,double,0.3156,0.13599459699719976,0.3781576544704534,0.06302533976687003,0.024064984374643297,0.6868098159509203,0.7393571719949401,0.24569236
ml1m,44,EASE,keps,6,0.03,0.25,double,0.3156,0.14483812450797254,0.37782374226235066,0.07130731797652239,0.02667813946458907,0.4423312883435583,0.9079103281062055,0.030727684
ml1m,44,AFM,keps,6,0.03,0.25,double,0.3156,0.219728919651881,0.4383089572981529,0.09029928291443327,0.035070323535904606,0.3696319018404908,0.9236931408885583,0.05352627
ml1m,44,SASRec,keps,6,0.03,0.25,double,0.3156,0.3438513912925106,0.5131750032750347,0.3198078169528493,0.13423156922291102,0.8429447852760736,0.5643723580937645,0.578363
ml1m,44,B_blind,keps,6,0.05,0.25,double,0.4417,0.13564778788737508,0.37810974937625313,0.06284015267646786,0.023994772194653652,0.6858895705521473,0.7402338264733843,0.24442276
ml1m,44,EASE,keps,6,0.05,0.25,double,0.4417,0.14567684550077448,0.3856744489765064,0.07238243191802385,0.02719826434885196,0.4395705521472393,0.9106851335351034,0.027522404
ml1m,44,AFM,keps,6,0.05,0.25,double,0.4417,0.21940540984617857,0.4391617290372668,0.09037130011625634,0.03513912615510376,0.36809815950920244,0.9242712818563295,0.0527099
ml1m,44,SASRec,keps,6,0.05,0.25,double,0.4417,0.3438616437921903,0.5157327030618543,0.3203993868249673,0.1346088696945988,0.8429447852760736,0.565190229556882,0.5770424
ml1m,44,B_blind,keps,6,0.1,0.25,double,0.6899,0.13191566561534881,0.37574045005237044,0.06266525375775471,0.023873740151316384,0.6809815950920245,0.74344283377401,0.23987181
ml1m,44,EASE,keps,6,0.1,0.25,double,0.6899,0.1392126134468749,0.4059396608673674,0.07470241463389542,0.02806262207091343,0.4128834355828221,0.9223043576340157,0.014784617
ml1m,44,AFM,keps,6,0.1,0.25,double,0.6899,0.2137067241996469,0.4392950727043961,0.08998034959207399,0.035017550067162694,0.36165644171779143,0.9268247833471992,0.0495072
ml1m,44,SASRec,keps,6,0.1,0.25,double,0.6899,0.3425094673379835,0.5220613406837584,0.3224930297636807,0.1357341926535579,0.839877300613497,0.5676241398883335,0.5719338
ml1m,45,B_blind,kappa,5,0.03,0.0,double,0.2423,0.12647804061904258,0.35961871698587405,0.06087511188386712,0.02313640038643617,0.6717791411042945,0.7451459563351057,0.23823033
ml1m,45,B_blind,kappa,5,0.03,0.05,double,0.2423,0.12869893761060472,0.36439653476532935,0.06146153767014064,0.023352129610149566,0.6751533742331288,0.7444853499906616,0.23888928
ml1m,45,B_blind,kappa,5,0.03,0.1,double,0.2423,0.13089290050834199,0.3691860327335318,0.061975946254591095,0.023575848046028733,0.6745398773006135,0.7431236003273785,0.24101792
ml1m,45,B_blind,kappa,5,0.03,0.25,double,0.2423,0.13563657611176275,0.3790007248010938,0.06308706879700408,0.024043041711418835,0.6877300613496933,0.7394011930618336,0.24563009
ml1m,45,B_blind,kappa,5,0.03,0.5,double,0.2423,0.14032212185994888,0.384790460536435,0.06484634615582464,0.024645009643510313,0.7079754601226994,0.7306605331280074,0.25712866
ml1m,45,B_blind,kappa,5,0.03,1.0,double,0.2423,0.14302164212254956,0.3768915735455603,0.0660191977283717,0.024983391175884974,0.7386503067484662,0.7137916684365897,0.28147408
ml1m,45,B_blind,kappa,5,0.03,1.5,double,0.2423,0.14229744233240177,0.3650248088526722,0.06630726653566395,0.024979708078248637,0.75,0.7057948745590996,0.30032152
ml1m,45,B_blind,kappa,5,0.03,0.0,single,0.2423,0.12647804061904258,0.35961871698587405,0.06087511188386712,0.02313640038643617,0.6717791411042945,0.7451459563351057,0.23823033
ml1m,45,B_blind,kappa,5,0.03,0.05,single,0.2423,0.12888519844901372,0.36454001190891905,0.06150269035689668,0.02336571232231391,0.6745398773006135,0.7444400700428826,0.23890778
ml1m,45,B_blind,kappa,5,0.03,0.1,single,0.2423,0.13125635546086767,0.36903572498918696,0.06201709894134713,0.023585726122821667,0.6748466257668712,0.7428907979373414,0.24143767
ml1m,45,B_blind,kappa,5,0.03,0.25,single,0.2423,0.13624600164325795,0.3781278133561107,0.06306649245362607,0.024015518181245282,0.6877300613496933,0.7386879794453689,0.24671502
ml1m,45,B_blind,kappa,5,0.03,0.5,single,0.2423,0.14111524911052395,0.38261688333209837,0.06511383861973889,0.024665588388897795,0.7101226993865031,0.7289016663492902,0.25973672
ml1m,45,B_blind,kappa,5,0.03,1.0,single,0.2423,0.1453602200821509,0.3696070545543628,0.06599862138499367,0.024935202359338417,0.7392638036809815,0.7113784736228634,0.28757548
ml1m,45,B_blind,kappa,5,0.03,1.5,single,0.2423,0.14365504242038207,0.3544595338000716,0.0655768063457443,0.024692020220436466,0.7515337423312883,0.7037939261537758,0.30918476
ml1m,45,EASE,kappa,5,0.03,0.0,double,0.2423,0.12939490074495386,0.3754534444626602,0.06893760909748728,0.026030772680193826,0.36319018404907977,0.9323181150655631,0.010699699
ml1m,45,EASE,kappa,5,0.03,0.05,double,0.2423,0.13799832069681936,0.39535838611324076,0.07233613514542331,0.027114901031520054,0.40797546012269936,0.928423461714778,0.013369479
ml1m,45,EASE,kappa,5,0.03,0.1,double,0.2423,0.1422413111343175,0.4009865169509494,0.07291570215057082,0.02733601208994392,0.4251533742331288,0.9222781082791567,0.017316537
ml1m,45,EASE,kappa,5,0.03,0.25,double,0.2423,0.14099615590527365,0.3749209223782407,0.07062315455920329,0.02651672595782398,0.4377300613496933,0.9059740964034508,0.0349767
ml1m,45,EASE,kappa,5,0.03,0.5,double,0.2423,0.1387935647756134,0.35011426019958075,0.06589059558225907,0.02485836288535772,0.43282208588957055,0.8945896180860251,0.07252029
ml1m,45,EASE,kappa,5,0.03,1.0,double,0.2423,0.13704343948985,0.3235213273528766,0.059222145632499654,0.022535964611548318,0.42392638036809815,0.8910380784169494,0.12808722
ml1m,45,EASE,kappa,5,0.03,1.5,double,0.2423,0.13489187408437753,0.3022964462414989,0.055765319944992585,0.0212948628219434,0.42024539877300615,0.8923912579700981,0.17112882
ml1m,45,EASE,kappa,5,0.03,0.0,single,0.2423,0.12939490074495386,0.3754534444626602,0.06893760909748728,0.026030772680193826,0.36319018404907977,0.9323181150655631,0.010699699
ml1m,45,EASE,kappa,5,0.03,0.05,single,0.2423,0.13846596172295686,0.39446881381571264,0.07258305126595953,0.027182108005746476,0.40950920245398775,0.9281580218357921,0.013658062
ml1m,45,EASE,kappa,5,0.03,0.1,single,0.2423,0.14334761981881405,0.39854305154249114,0.07279738817614721,0.027353419027343524,0.4269938650306748,0.9215533618115817,0.018149365
ml1m,45,EASE,kappa,5,0.03,0.25,single,0.2423,0.1425229206911598,0.365127301487178,0.06938857395652219,0.02602801572179088,0.4414110429447853,0.9048839128151296,0.037863556
ml1m,45,EASE,kappa,5,0.03,0.5,single,0.2423,0.14136089638064242,0.33281621738778366,0.06324653545818372,0.02392165530414883,0.43650306748466255,0.8943580916186304,0.0802426
ml1m,45,EASE,kappa,5,0.03,1.0,single,0.2423,0.13566530768277354,0.30686954082829077,0.05651121239244575,0.021565254098976368,0.4233128834355828,0.8908706456812368,0.14725357
ml1m,45,EASE,kappa,5,0.03,1.5,single,0.2423,0.13249529357876322,0.2860743391502206,0.05333216734054192,0.02032527695063265,0.4144171779141104,0.8923108735812815,0.19759822
ml1m,45,AFM,kappa,5,0.03,0.0,double,0.2423,0.21024525072491407,0.4306562232586529,0.08825022205303894,0.03443995951214658,0.36073619631901843,0.930159838423948,0.04815533
ml1m,45,AFM,kappa,5,0.03,0.05,double,0.2423,0.21413153716014915,0.43623807610075327,0.08904927005421867,0.03469360590255921,0.36257668711656443,0.9290642727963634,0.049105443
ml1m,45,AFM,kappa,5,0.03,0.1,double,0.2423,0.21626583159087828,0.4384603468261311,0.08991347647609543,0.034948942071816654,0.36226993865030677,0.9277705680276318,0.050282415
ml1m,45,AFM,kappa,5,0.03,0.25,double,0.2423,0.21998201333708828,0.44020495838106277,0.09047418183314643,0.03509276204264195,0.3696319018404908,0.9232823607024156,0.053622976
ml1m,45,AFM,kappa,5,0.03,0.5,double,0.2423,0.2134646230547004,0.42534948202797024,0.0890012585863366,0.03425855871263708,0.3843558282208589,0.9154260660108029,0.058896694
ml1m,45,AFM,kappa,5,0.03,1.0,double,0.2423,0.19118518285497912,0.39209583187070923,0.08118224810268967,0.03128586474197278,0.4076687116564417,0.9051157324638586,0.06823939
ml1m,45,AFM,kappa,5,0.03,1.5,double,0.2423,0.17990604995065182,0.3720430527775823,0.07658857944354708,0.029526595488217667,0.4226993865030675,0.9012999767664047,0.07866645
ml1m,45,AFM,kappa,5,0.03,0.0,single,0.2423,0.21024525072491407,0.4306562232586529,0.08825022205303894,0.03443995951214658,0.36073619631901843,0.930159838423948,0.04815533
ml1m,45,AFM,kappa,5,0.03,0.05,single,0.2423,0.21435403680801868,0.43633860677931335,0.0890801345692857,0.03470294821143862,0.36257668711656443,0.9289739647401001,0.049235594
ml1m,45,AFM,kappa,5,0.03,0.1,single,0.2423,0.21662675025891026,0.4380961122440487,0.09000607002129651,0.03496060724855874,0.36257668711656443,0.9276058875356401,0.050590023
ml1m,45,AFM,kappa,5,0.03,0.25,single,0.2423,0.2208706506149313,0.4391346370650801,0.09075196246874968,0.03516132765605384,0.36809815950920244,0.9228642030135252,0.05424027
ml1m,45,AFM,kappa,5,0.03,0.5,single,0.2423,0.21497109373937415,0.42211667563244754,0.08880063923840092,0.034171666030999345,0.3852760736196319,0.9145137027401313,0.060151342
ml1m,45,AFM,kappa,5,0.03,1.0,single,0.2423,0.19171252389182594,0.38065400784138,0.07986021804065199,0.030778516333714107,0.4088957055214724,0.9034441134837092,0.07032686
ml1m,45,AFM,kappa,5,0.03,1.5,single,0.2423,0.1789476582221572,0.3552607370506765,0.07410398598065138,0.028590988788774252,0.42208588957055215,0.8999498928168173,0.0818959
ml1m,45,SASRec,kappa,5,0.03,0.0,double,0.2423,0.34299384177216885,0.5250473002193938,0.3234935544604368,0.13629475639791075,0.838036809815951,0.5699278881217502,0.56930315
ml1m,45,SASRec,kappa,5,0.03,0.05,double,0.2423,0.3442923961285403,0.5243590926687087,0.32345497381660304,0.13620836127231917,0.8383435582822086,0.5691822137456664,0.5712831
ml1m,45,SASRec,kappa,5,0.03,0.1,double,0.2423,0.34438617713971076,0.522519734229904,0.32299200609059764,0.13584255807310022,0.839877300613497,0.5681521761976267,0.5732039
ml1m,45,SASRec,kappa,5,0.03,0.25,double,0.2423,0.341962405121823,0.512242884104843,0.3190104836469511,0.13391190030629768,0.8423312883435583,0.5637827511795577,0.5783243
ml1m,45,SASRec,kappa,5,0.03,0.5,double,0.2423,0.3351904827786296,0.4897176828273848,0.3102929728357973,0.13007150612495105,0.8475460122699386,0.5544853506218379,0.5851907
ml1m,45,SASRec,kappa,5,0.03,1.0,double,0.2423,0.31130030557457045,0.45197348251477143,0.28635411201075456,0.12030865724220191,0.8552147239263803,0.5414665495245758,0.5962222
ml1m,45,SASRec,kappa,5,0.03,1.5,double,0.2423,0.2851211213823891,0.42337032886866066,0.2648689801335405,0.11159239074561854,0.8607361963190184,0.5369812314083111,0.6049224
ml1m,45,SASRec,kappa,5,0.03,0.0,single,0.2423,0.34299384177216885,0.5250473002193938,0.3234935544604368,0.13629475639791075,0.838036809815951,0.5699278881217502,0.56930315
ml1m,45,SASRec,kappa,5,0.03,0.05,single,0.2423,0.3445796414955915,0.5241053025970326,0.323372668443091,0.13618531586116359,0.8383435582822086,0.5691474933753324,0.57147145
ml1m,45,SASRec,kappa,5,0.03,0.1,single,0.2423,0.34505050064053916,0.5218772989852241,0.322853115772796,0.13578541012126116,0.8401840490797546,0.5681175145266775,0.5736504
ml1m,45,SASRec,kappa,5,0.03,0.25,single,0.2423,0.3432517569253625,0.509903604131443,0.3183108879720985,0.1336465949900483,0.8429447852760736,0.563623829223419,0.57936144
ml1m,45,SASRec,kappa,5,0.03,0.5,single,0.2423,0.3366078117081814,0.48338503457096577,0.30834850838657457,0.1292686186810192,0.8478527607361963,0.5541810583776738,0.58724266
ml1m,45,SASRec,kappa,5,0.03,1.0,single,0.2423,0.3110403333780971,0.4382032061929863,0.28137978099911864,0.1181996153436432,0.8558282208588958,0.54178181823805,0.60008323
ml1m,45,SASRec,kappa,5,0.03,1.5,single,0.2423,0.28244101869856375,0.40554705773100475,0.2567824771859793,0.10827708617309074,0.8607361963190184,0.5390350045258487,0.60988075
ml1m,45,B_blind,keps,3,0.01,0.25,double,0.0627,0.1329093070343928,0.37775466642641115,0.0625417956974866,0.023748196875447294,0.6858895705521473,0.7391909826762968,0.24520007
ml1m,45,EASE,keps,3,0.01,0.25,double,0.0627,0.12429045154997637,0.36957763337223887,0.06971436606000747,0.026123698993719607,0.4174846625766871,0.908996869492396,0.017911706
ml1m,45,AFM,keps,3,0.01,0.25,double,0.0627,0.21571875015787872,0.4368636018663021,0.08976601268188632,0.03482673265462094,0.3726993865030675,0.923537628230541,0.05184981
ml1m,45,SASRec,keps,3,0.01,0.25,double,0.0627,0.33680576358715575,0.5104554161413244,0.3173335116616426,0.13346653126860739,0.8438650306748466,0.5612194759255835,0.57776517
ml1m,45,B_blind,keps,3,0.03,0.25,double,0.1721,0.1330883267546594,0.3779705955146662,0.06273727095957778,0.023861616257822807,0.6877300613496933,0.7395885110030103,0.24449328
ml1m,45,EASE,keps,3,0.03,0.25,double,0.1721,0.12750457590008477,0.37917058980365015,0.07139133804531596,0.02667711207658769,0.41932515337423315,0.9108180737550822,0.017434336
ml1m,45,AFM,keps,3,0.03,0.25,double,0.1721,0.2154248685243948,0.4376388965383448,0.08992547934306595,0.034843936628230744,0.37300613496932516,0.9238728285409283,0.051658966
ml1m,45,SASRec,keps,3,0.03,0.25,double,0.1721,0.3378337069136529,0.5124835584662006,0.31803310733649526,0.13372533990311633,0.8432515337423313,0.5622678491415718,0.577457
ml1m,45,B_blind,keps,3,0.05,0.25,double,0.2662,0.13335110484858506,0.3780109081350595,0.06271669461619976,0.023866907392599678,0.6883435582822086,0.7398587191024271,0.24412136
ml1m,45,EASE,keps,3,0.05,0.25,double,0.2662,0.1302484832923701,0.38597534384323984,0.07229155306810427,0.02699196767362584,0.4205521472392638,0.9122770062455512,0.017022809
ml1m,45,AFM,keps,3,0.05,0.25,double,0.2662,0.21536860758035084,0.4389559752513866,0.08994091160059947,0.03490101124907722,0.37147239263803683,0.9242011865859661,0.051544763
ml1m,45,SASRec,keps,3,0.05,0.25,double,0.2662,0.3388265198386943,0.5142279758428548,0.3185372277492567,0.13402331872797063,0.8423312883435583,0.5630652420936189,0.57710516
ml1m,45,B_blind,keps,3,0.1,0.25,double,0.4692,0.1329386359440664,0.37764069926774213,0.06294303439335795,0.023913231643647757,0.6861963190184049,0.7405142959195028,0.24331734
ml1m,45,EASE,keps,3,0.1,0.25,double,0.4692,0.13474621110655075,0.3989408943015129,0.0734592605548068,0.027473570476083335,0.41779141104294476,0.9163453930482381,0.015697177
ml1m,45,AFM,keps,3,0.1,0.25,double,0.4692,0.21509332462082853,0.4400266806374683,0.089976920201511,0.035019639447590956,0.36871165644171777,0.9249782780718603,0.05091668
ml1m,45,SASRec,keps,3,0.1,0.25,double,0.4692,0.3402480579542396,0.5181660937922127,0.3202244879062542,0.13460531975542367,0.8404907975460123,0.5650579571212988,0.5757343
ml1m,45,B_blind,keps,4,0.01,0.25,double,0.071,0.1353902736038759,0.37663861316711394,0.0627784236463338,0.023873166047468707,0.6865030674846626,0.7387428056172407,0.24675563
ml1m,45,EASE,keps,4,0.01,0.25,double,0.071,0.13324186951479464,0.35155990045988345,0.0668113869484254,0.025147550434464577,0.42822085889570555,0.9062501094301696,0.036684535
ml1m,45,AFM,keps,4,0.01,0.25,double,0.071,0.22016596039056266,0.4392945704589804,0.09037644420210085,0.03498067102316288,0.3684049079754601,0.9234346562554576,0.05318316
ml1m,45,SASRec,keps,4,0.01,0.25,double,0.071,0.34136016471772757,0.508897400848425,0.31862467720861326,0.13366379972188763,0.8432515337423313,0.5632844672529072,0.5793619
ml1m,45,B_blind,keps,4,0.03,0.25,double,0.2134,0.135047555629731,0.37735629392231,0.06290188170660192,0.0239452232235841,0.6874233128834356,0.7393174631236896,0.24576025
ml1m,45,EASE,keps,4,0.03,0.25,double,0.2134,0.13385145063119797,0.3647301055709333,0.06924968363872057,0.025990614821616985,0.43558282208588955,0.9072446389000062,0.034680396
ml1m,45,AFM,keps,4,0.03,0.25,double,0.2134,0.2203290493082248,0.439420941190314,0.0904381732322349,0.03501983750112787,0.37055214723926383,0.9236579240981613,0.053439848
ml1m,45,SASRec,keps,4,0.03,0.25,double,0.2134,0.3414848178018578,0.5107615148769183,0.31892303418759455,0.13384223922736369,0.8432515337423313,0.5638778646956464,0.5784853
ml1m,45,B_blind,keps,4,0.05,0.25,double,0.3294,0.1350980641881761,0.37861866130124955,0.06289159353491292,0.023939196774083668,0.6883435582822086,0.7398355612484842,0.24513832
ml1m,45,EASE,keps,4,0.05,0.25,double,0.3294,0.13806303614155543,0.3760842065026787,0.07117871583040977,0.02663327538435678,0.4361963190184049,0.9093867347091416,0.030649493
ml1m,45,AFM,keps,4,0.05,0.25,double,0.3294,0.22036579797973824,0.44082237356694465,0.09039187645963435,0.03505579419509482,0.3693251533742331,0.9241085425466709,0.053142007
ml1m,45,SASRec,keps,4,0.05,0.25,double,0.3294,0.3421872642884296,0.5132102366919035,0.3191648062222862,0.1340921801909048,0.843558282208589,0.5646258378153679,0.57784134
ml1m,45,B_blind,keps,4,0.1,0.25,double,0.6245,0.13394476534659985,0.3757374628557692,0.06275784730295579,0.023922947843336383,0.6868098159509203,0.7410273130760705,0.24337335
ml1m,45,EASE,keps,4,0.1,0.25,double,0.6245,0.14328373203338696,0.3904392156572494,0.07324149425405611,0.02749344344672336,0.4279141104294479,0.9158234078249561,0.022968343
ml1m,45,AFM,keps,4,0.1,0.25,double,0.6245,0.2189270768945601,0.4402968151079865,0.09047932591899094,0.03518606627563189,0.36687116564417177,0.9256622442466238,0.052297343
ml1m,45,SASRec,keps,4,0.1,0.25,double,0.6245,0.3441338040916162,0.5175948751146211,0.32044568359756787,0.13470320217639042,0.8401840490797546,0.5666978544491323,0.57682794
ml1m,45,B_blind,keps,5,0.01,0.25,double,0.1089,0.1367117475508847,0.3763575874537329,0.06301505159518102,0.024041139443866186,0.6886503067484663,0.7384129624146578,0.2467875
ml1m,45,EASE,keps,5,0.01,0.25,double,0.1089,0.13736276224804805,0.33564221907179836,0.06597804504161565,0.02487670642857518,0.4263803680981595,0.9031709716774206,0.04797169
