dataset,backbone,metric,method,mean,sd_seed,mean_s42,se_boot,ci_lo,ci_hi,box,delta_l1,ci_l1_lo,ci_l1_hi,p_l1,p_l1_seed,seeds_l1,holm_l1,sig_l1,delta_l2,ci_l2_lo,ci_l2_hi,p_l2,p_l2_seed,seeds_l2,holm_l2,sig_l2,tost_equiv
kuairand,FPMC,HR20,SIT,0.08364,4.31e-05,0.08359,0.00122,0.08115,0.08592,,0.00043,-0.00021,0.00099,0.194667,2.4e-05,5,,,-0.0005,-0.00137,0.00036,0.229333,1e-06,0,,,1
kuairand,FPMC,HR20,Steck-b,0.08414,1.9e-05,0.08412,0.0012,0.08187,0.08656,,,,,,,,,,,,,,,,,,
kuairand,FPMC,NDCG5,BASE,0.01703,0.0,0.01703,0.00048,0.01611,0.01795,,,,,,,,,,,,,,,,,,
kuairand,FPMC,NDCG5,SIT,0.01691,3.1e-06,0.01691,0.00048,0.01602,0.01784,,-0.00012,-0.00031,7e-05,0.212,0.0,0,,,-0.0005,-0.00078,-0.00022,0.0,0.0,0,,,
kuairand,FPMC,NDCG5,Steck-b,0.01741,3.1e-06,0.01741,0.00047,0.01649,0.01829,,,,,,,,,,,,,,,,,,
kuairand,FPMC,NDCG10,BASE,0.02398,0.0,0.02398,0.0005,0.02301,0.02499,,,,,,,,,,,,,,,,,,
kuairand,FPMC,NDCG10,SIT,0.02393,1.12e-05,0.02394,0.00049,0.023,0.02493,,-5e-05,-0.00023,0.00013,0.645333,0.000414,0,,,-0.00036,-0.00061,-9e-05,0.009333,0.0,0,,,
kuairand,FPMC,NDCG10,Steck-b,0.02428,7.6e-06,0.02428,0.00053,0.02328,0.02533,,,,,,,,,,,,,,,,,,
kuairand,FPMC,NDCG20,BASE,0.03258,0.0,0.03258,0.00052,0.0316,0.03361,,,,,,,,,,,,,,,,,,
kuairand,FPMC,NDCG20,SIT,0.03261,1.12e-05,0.0326,0.00052,0.03159,0.03362,,3e-05,-0.00015,0.00019,0.893333,0.006418,5,,,-0.0004,-0.00067,-0.00014,0.0,0.0,0,,,1
kuairand,FPMC,NDCG20,Steck-b,0.03301,4.9e-06,0.03301,0.00056,0.03185,0.03409,,,,,,,,,,,,,,,,,,
kuairand,FPMC,MRR_u,BASE,0.02661,0.0,0.02661,0.0006,0.02548,0.02777,,,,,,,,,,,,,,,,,,
kuairand,FPMC,MRR_u,SIT,0.02653,4.7e-06,0.02653,0.0006,0.02536,0.02769,,-8e-05,-0.00025,8e-05,0.304,3e-06,0,,,-0.00079,-0.0012,-0.00046,0.0,0.0,0,,,
kuairand,FPMC,MRR_u,Steck-b,0.02732,1.26e-05,0.02732,0.00063,0.0261,0.02859,,,,,,,,,,,,,,,,,,
kuairand,FPMC,HR5_u,BASE,0.02991,0.0,0.02991,0.00097,0.02802,0.03178,,,,,,,,,,,,,,,,,,
kuairand,FPMC,HR5_u,SIT,0.02979,4.27e-05,0.02978,0.00098,0.02788,0.03168,,-0.00012,-0.00066,0.00044,0.658667,0.003686,0,,,-0.00149,-0.00233,-0.00064,0.002667,0.0,0,,,
kuairand,FPMC,HR5_u,Steck-b,0.03128,3.8e-06,0.03128,0.00098,0.0294,0.03336,,,,,,,,,,,,,,,,,,
kuairand,FPMC,HR10_u,BASE,0.05379,0.0,0.05379,0.00129,0.0514,0.05625,,,,,,,,,,,,,,,,,,
kuairand,FPMC,HR10_u,SIT,0.05393,1.36e-05,0.05394,0.0013,0.05154,0.05656,,0.00014,-0.00054,0.00084,0.702667,2.1e-05,5,,,-6e-05,-0.00112,0.00103,0.965333,0.097503,0,,,
kuairand,FPMC,HR10_u,Steck-b,0.05399,4.53e-05,0.05397,0.00125,0.05159,0.0564,,,,,,,,,,,,,,,,,,
kuairand,FPMC,HR20_u,BASE,0.09055,0.0,0.09055,0.00161,0.08748,0.09379,,,,,,,,,,,,,,,,,,
kuairand,FPMC,HR20_u,SIT,0.09101,5.88e-05,0.09096,0.00161,0.08787,0.09411,,0.00046,-0.00041,0.00122,0.321333,6.5e-05,5,,,-3e-05,-0.00121,0.0011,0.944,0.284857,2,,,
kuairand,FPMC,HR20_u,Steck-b,0.09103,2.19e-05,0.09101,0.00162,0.08788,0.09417,,,,,,,,,,,,,,,,,,
kuairand,FPMC,NDCG5_u,BASE,0.01883,0.0,0.01883,0.00064,0.01758,0.02009,,,,,,,,,,,,,,,,,,
kuairand,FPMC,NDCG5_u,SIT,0.01872,1.76e-05,0.01872,0.00064,0.01745,0.01998,,-0.00011,-0.00036,0.00013,0.342667,0.000177,0,,,-0.00105,-0.00148,-0.0006,0.0,0.0,0,,,
kuairand,FPMC,NDCG5_u,Steck-b,0.01977,6.8e-06,0.01976,0.0007,0.01837,0.02114,,,,,,,,,,,,,,,,,,
kuairand,FPMC,NDCG10_u,BASE,0.02649,0.0,0.02649,0.0007,0.02513,0.02791,,,,,,,,,,,,,,,,,,
kuairand,FPMC,NDCG10_u,SIT,0.02644,5.2e-06,0.02644,0.0007,0.02513,0.02783,,-5e-05,-0.00029,0.00018,0.686667,3.2e-05,0,,,-0.00061,-0.00102,-0.00014,0.008,1e-06,0,,,
kuairand,FPMC,NDCG10_u,Steck-b,0.02705,2.23e-05,0.02704,0.0007,0.02565,0.02842,,,,,,,,,,,,,,,,,,
kuairand,FPMC,NDCG20_u,BASE,0.03572,0.0,0.03572,0.00073,0.03431,0.03715,,,,,,,,,,,,,,,,,,
kuairand,FPMC,NDCG20_u,SIT,0.03573,1.58e-05,0.03572,0.00073,0.03431,0.03712,,1e-05,-0.00024,0.00024,0.930667,0.136762,5,,,-0.00063,-0.00105,-0.00024,0.001333,0.0,0,,,
kuairand,FPMC,NDCG20_u,Steck-b,0.03637,1.23e-05,0.03636,0.00079,0.03479,0.03789,,,,,,,,,,,,,,,,,,
kuairand,FPMC,Coverage,BASE,0.79904,0.0,0.79904,0.00191,0.774,0.78152,,,,,,,,,,,,,,,,,,
kuairand,FPMC,Coverage,SIT,0.80205,0.0002385,0.80187,0.00197,0.77607,0.7838,,0.003,-0.00022,0.00479,0.08,9e-06,5,,,-0.00753,-0.011,-0.00457,0.0,1e-06,0,,,
kuairand,FPMC,Coverage,Steck-b,0.80958,0.0001947,0.80949,0.0019,0.78402,0.79142,,,,,,,,,,,,,,,,,,
kuairand,FPMC,Gini,BASE,0.71031,0.0,0.71031,0.00053,0.70972,0.71175,,,,,,,,,,,,,,,,,,
kuairand,FPMC,Gini,SIT,0.71043,1.99e-05,0.71044,0.00052,0.70985,0.71187,,0.00011,-2e-05,0.00028,0.102667,0.000212,5,,,0.00277,0.00254,0.00297,0.0,0.0,5,,,
kuairand,FPMC,Gini,Steck-b,0.70766,8.8e-06,0.70767,0.00053,0.70703,0.70914,,,,,,,,,,,,,,,,,,
kuairand,FPMC,LT20,BASE,0.28957,0.0,0.28957000374794006,0.00083,0.28783,0.29109,,,,,,,,,,,,,,,,,,
kuairand,FPMC,LT20,SIT,0.28943,1.93e-05,0.2894200086593628,0.00083,0.28768,0.29095,,-0.00014,-0.0004,0.0001,0.236,8.4e-05,0,,,-0.00446,-0.00481,-0.00411,0.0,0.0,0,,,
kuairand,FPMC,LT20,Steck-b,0.29389,1.39e-05,0.2938700020313263,0.00085,0.29227,0.29552,,,,,,,,,,,,,,,,,,
kuairand,FPMC,JS,BASE,0.28284,0.0,0.28284,0.00044,0.28198,0.28369,,,,,,,,,,,,,,,,,,
kuairand,FPMC,JS,SIT,0.28418,4.58e-05,0.28415,0.00045,0.28326,0.28501,,0.00134,0.00108,0.00153,0.0,0.0,5,,,0.02967,0.0292,0.02999,0.0,0.0,5,,,
kuairand,FPMC,JS,Steck-b,0.25451,6.41e-05,0.25455,0.00041,0.25374,0.25536,,,,,,,,,,,,,,,,,,
kuairand,SASRec,CatMRR,BASE,0.29384,0.0,0.29384,0.00151,0.29088,0.29679,,,,,,,,,,,,,,,,,,
kuairand,SASRec,CatMRR,SIT,0.29325,5.06e-05,0.29324,0.00152,0.29021,0.29622,,-0.00059,-0.00126,7e-05,0.074667,1.3e-05,0,,,-0.00191,-0.00269,-0.00119,0.0,0.0,0,,,
kuairand,SASRec,CatMRR,Steck-b,0.29516,1.88e-05,0.29516,0.00156,0.29208,0.29835,,,,,,,,,,,,,,,,,,
kuairand,SASRec,CatNDCG,BASE,0.38684,0.0,0.38684,0.00146,0.38391,0.38957,,,,,,,,,,,,,,,,,,
kuairand,SASRec,CatNDCG,SIT,0.38545,2.66e-05,0.38543,0.00147,0.38253,0.38824,,-0.00139,-0.00196,-0.00082,0.0,0.0,0,,,-0.00134,-0.00199,-0.0007,0.0,0.0,0,,,
kuairand,SASRec,CatNDCG,Steck-b,0.38679,1.16e-05,0.38679,0.00154,0.3837,0.38985,,,,,,,,,,,,,,,,,,
kuairand,SASRec,macroCatMRR,BASE,0.11197,0.0,0.11197,0.00196,0.10739,0.11517,,,,,,,,,,,,,,,,,,
kuairand,SASRec,macroCatMRR,SIT,0.11147,4.14e-05,0.11144,0.00195,0.10691,0.11471,nullo,-0.0005,-0.001,-0.00011,0.010667,1.1e-05,0,0.085336,,-0.00098,-0.00155,-0.00046,0.001333,1e-06,0,0.015996,*,
kuairand,SASRec,macroCatMRR,Steck-b,0.11245,2.31e-05,0.11246,0.00201,0.10785,0.11574,,,,,,,,,,,,,,,,,,
kuairand,SASRec,MRR,BASE,0.03041,0.0,0.03041,0.00049,0.02944,0.03136,,,,,,,,,,,,,,,,,,
kuairand,SASRec,MRR,SIT,0.03045,1.08e-05,0.03046,0.00049,0.0295,0.03142,,4e-05,-0.0001,0.0002,0.529333,0.001032,5,,,-0.00017,-0.00035,1e-05,0.065333,1e-06,0,,,
kuairand,SASRec,MRR,Steck-b,0.03061,3.1e-06,0.03062,0.00048,0.02966,0.03158,,,,,,,,,,,,,,,,,,
kuairand,SASRec,HR5,BASE,0.0331,0.0,0.0331,0.00079,0.03161,0.0346,,,,,,,,,,,,,,,,,,
kuairand,SASRec,HR5,SIT,0.03323,2.54e-05,0.03322,0.00079,0.03174,0.03477,,0.00013,-0.00037,0.00058,0.610667,0.000352,5,,,-0.00034,-0.00086,0.00017,0.210667,2.3e-05,0,,,
kuairand,SASRec,HR5,Steck-b,0.03357,8.5e-06,0.03358,0.00078,0.03205,0.0351,,,,,,,,,,,,,,,,,,
kuairand,SASRec,HR10,BASE,0.05844,0.0,0.05844,0.00099,0.05644,0.06043,,,,,,,,,,,,,,,,,,
kuairand,SASRec,HR10,SIT,0.05903,3.55e-05,0.05907,0.00099,0.05702,0.06099,,0.00059,6e-05,0.00123,0.028,3e-06,5,,,4e-05,-0.00059,0.00078,0.865333,0.07513,4,,,
kuairand,SASRec,HR10,Steck-b,0.05899,1.9e-05,0.05901,0.00103,0.05699,0.0611,,,,,,,,,,,,,,,,,,
kuairand,SASRec,HR20,BASE,0.10163,0.0,0.10163,0.00129,0.09903,0.10412,,,,,,,,,,,,,,,,,,
kuairand,SASRec,HR20,SIT,0.10209,4.52e-05,0.10212,0.00132,0.09942,0.10458,,0.00046,-0.00019,0.00114,0.16,2.2e-05,5,,,8e-05,-0.00073,0.00094,0.84,0.000225,5,,,1
kuairand,SASRec,HR20,Steck-b,0.10202,3.39e-05,0.10203,0.00134,0.09943,0.10462,,,,,,,,,,,,,,,,,,
kuairand,SASRec,NDCG5,BASE,0.02108,0.0,0.02108,0.00055,0.02003,0.02217,,,,,,,,,,,,,,,,,,
kuairand,SASRec,NDCG5,SIT,0.02112,4e-06,0.02113,0.00054,0.02007,0.02217,,4e-05,-0.00017,0.00024,0.701333,2.1e-05,5,,,-0.00024,-0.00051,2e-05,0.074667,0.0,0,,,
kuairand,SASRec,NDCG5,Steck-b,0.02136,5.7e-06,0.02136,0.00054,0.02031,0.0224,,,,,,,,,,,,,,,,,,
kuairand,SASRec,NDCG10,BASE,0.02922,0.0,0.02922,0.00055,0.02817,0.03035,,,,,,,,,,,,,,,,,,
kuairand,SASRec,NDCG10,SIT,0.02939,1.74e-05,0.02941,0.00055,0.0284,0.03055,,0.00017,-2e-05,0.0004,0.08,2.4e-05,5,,,-0.00011,-0.00036,0.00016,0.426667,7.4e-05,0,,,
kuairand,SASRec,NDCG10,Steck-b,0.0295,4.6e-06,0.02951,0.00056,0.02841,0.0306,,,,,,,,,,,,,,,,,,
kuairand,SASRec,NDCG20,BASE,0.04003,0.0,0.04003,0.00061,0.03886,0.04123,,,,,,,,,,,,,,,,,,
kuairand,SASRec,NDCG20,SIT,0.04018,1.81e-05,0.04019,0.0006,0.03903,0.04142,,0.00014,-4e-05,0.00035,0.116,6.2e-05,5,,,-9e-05,-0.0003,0.00015,0.488,3e-05,0,,,1
kuairand,SASRec,NDCG20,Steck-b,0.04027,9.6e-06,0.04027,0.00061,0.03914,0.04149,,,,,,,,,,,,,,,,,,
kuairand,SASRec,MRR_u,BASE,0.03357,0.0,0.03357,0.00067,0.03228,0.03488,,,,,,,,,,,,,,,,,,
kuairand,SASRec,MRR_u,SIT,0.03359,7.8e-06,0.0336,0.00067,0.0323,0.0349,,2e-05,-0.00019,0.00026,0.784,0.002259,5,,,-0.00021,-0.00049,9e-05,0.177333,0.0,0,,,
kuairand,SASRec,MRR_u,Steck-b,0.0338,3.6e-06,0.0338,0.00067,0.03245,0.03504,,,,,,,,,,,,,,,,,,
kuairand,SASRec,HR5_u,BASE,0.03738,0.0,0.03738,0.00107,0.03531,0.03943,,,,,,,,,,,,,,,,,,
kuairand,SASRec,HR5_u,SIT,0.03793,1.06e-05,0.03792,0.00109,0.03578,0.04002,,0.00055,-0.00013,0.00116,0.117333,0.0,5,,,0.0001,-0.00068,0.00088,0.816,1.3e-05,5,,,
kuairand,SASRec,HR5_u,Steck-b,0.03783,1.32e-05,0.03784,0.00109,0.03572,0.03998,,,,,,,,,,,,,,,,,,
kuairand,SASRec,HR10_u,BASE,0.0654,0.0,0.0654,0.00142,0.06255,0.06822,,,,,,,,,,,,,,,,,,
kuairand,SASRec,HR10_u,SIT,0.06624,4.76e-05,0.06628,0.00141,0.06357,0.06907,,0.00083,0.00011,0.00166,0.024,3e-06,5,,,0.00013,-0.00079,0.00117,0.762667,0.000192,5,,,
kuairand,SASRec,HR10_u,Steck-b,0.06611,3.26e-05,0.06615,0.00141,0.0634,0.06889,,,,,,,,,,,,,,,,,,
kuairand,SASRec,HR20_u,BASE,0.11268,0.0,0.11268,0.00179,0.10914,0.11626,,,,,,,,,,,,,,,,,,
kuairand,SASRec,HR20_u,SIT,0.11326,5.75e-05,0.1133,0.00178,0.10974,0.1168,,0.00058,-0.00028,0.00149,0.166667,2.3e-05,5,,,-0.0001,-0.00121,0.00101,0.888,0.005111,0,,,
kuairand,SASRec,HR20_u,Steck-b,0.11336,2e-05,0.11337,0.0018,0.10988,0.11699,,,,,,,,,,,,,,,,,,
kuairand,SASRec,NDCG5_u,BASE,0.02378,0.0,0.02378,0.00075,0.02232,0.02522,,,,,,,,,,,,,,,,,,
kuairand,SASRec,NDCG5_u,SIT,0.02396,1.01e-05,0.02397,0.00076,0.02251,0.02542,,0.00018,-0.00015,0.0005,0.244,2e-06,5,,,-0.00011,-0.00048,0.00026,0.548,0.0,0,,,
kuairand,SASRec,NDCG5_u,Steck-b,0.02407,8e-06,0.02408,0.00076,0.02262,0.02563,,,,,,,,,,,,,,,,,,
kuairand,SASRec,NDCG10_u,BASE,0.03279,0.0,0.03279,0.0008,0.03131,0.03439,,,,,,,,,,,,,,,,,,
kuairand,SASRec,NDCG10_u,SIT,0.03302,1.62e-05,0.03304,0.00079,0.03158,0.03465,,0.00023,-3e-05,0.00052,0.088,6e-06,5,,,-0.00011,-0.00047,0.00027,0.601333,8e-06,0,,,
kuairand,SASRec,NDCG10_u,Steck-b,0.03313,9.1e-06,0.03314,0.00081,0.0316,0.03473,,,,,,,,,,,,,,,,,,
kuairand,SASRec,NDCG20_u,BASE,0.04464,0.0,0.04464,0.00085,0.04311,0.04638,,,,,,,,,,,,,,,,,,
kuairand,SASRec,NDCG20_u,SIT,0.04479,1.9e-05,0.04481,0.00085,0.04329,0.04652,,0.00015,-0.00011,0.00044,0.221333,5.6e-05,5,,,-0.00016,-0.00051,0.00021,0.410667,8e-06,0,,,
kuairand,SASRec,NDCG20_u,Steck-b,0.04495,6.9e-06,0.04496,0.00085,0.04334,0.04664,,,,,,,,,,,,,,,,,,
kuairand,SASRec,Coverage,BASE,0.71195,0.0,0.71195,0.00216,0.67929,0.68779,,,,,,,,,,,,,,,,,,
kuairand,SASRec,Coverage,SIT,0.71317,0.0001193,0.71326,0.00213,0.6806,0.68887,,0.00122,-0.00022,0.00327,0.116,2.2e-05,5,,,-9e-05,-0.00174,0.00239,0.842667,0.177808,0,,,
kuairand,SASRec,Coverage,Steck-b,0.71326,0.0,0.71326,0.00214,0.6806,0.68887,,,,,,,,,,,,,,,,,,
kuairand,SASRec,Gini,BASE,0.83037,0.0,0.83037,0.00034,0.82996,0.83135,,,,,,,,,,,,,,,,,,
kuairand,SASRec,Gini,SIT,0.82995,5.9e-06,0.82996,0.00035,0.82954,0.83093,,-0.00042,-0.00053,-0.0003,0.0,0.0,0,,,0.00138,0.00125,0.00151,0.0,0.0,5,,,
kuairand,SASRec,Gini,Steck-b,0.82858,4.5e-06,0.82858,0.00035,0.82812,0.82948,,,,,,,,,,,,,,,,,,
kuairand,SASRec,LT20,BASE,0.38296,0.0,0.3829599916934967,0.00073,0.38155,0.38443,,,,,,,,,,,,,,,,,,
kuairand,SASRec,LT20,SIT,0.38181,1.05e-05,0.38179999589920044,0.00073,0.3804,0.38324,,-0.00114,-0.00142,-0.00089,0.0,0.0,0,,,-0.00326,-0.00358,-0.00296,0.0,0.0,0,,,
