dataset,backbone,seed,method,situation,n_requests,n_users,macroCatMRR,microCatMRR,n_cats_supported,low_support
saopaulo,B_blind,44,SIT,3,11725,2451,0.17886030810502224,0.3438295087271171,10,False
saopaulo,B_blind,44,Steck-b,0,2723,785,0.2895998348115697,0.33643462331729007,8,False
saopaulo,B_blind,44,Steck-b,1,3563,983,0.29784625874386483,0.4266001309389061,8,False
saopaulo,B_blind,44,Steck-b,2,5810,1051,0.23641551252653958,0.5644281421500759,9,False
saopaulo,B_blind,44,Steck-b,3,11725,2451,0.26691718948820325,0.39425539676187593,10,False
saopaulo,B_full,44,BASE,0,2723,785,0.4023664212563512,0.39427579001761603,8,False
saopaulo,B_full,44,BASE,1,3563,983,0.4167979191036625,0.4905529842314338,8,False
saopaulo,B_full,44,BASE,2,5810,1051,0.284253554235723,0.5936753029881803,9,False
saopaulo,B_full,44,BASE,3,11725,2451,0.38928799461068325,0.41912286208345273,10,False
saopaulo,B_full,44,SIT,0,2723,785,0.4074135154155416,0.3968409884523935,8,False
saopaulo,B_full,44,SIT,1,3563,983,0.40495330798515305,0.48214577078497317,8,False
saopaulo,B_full,44,SIT,2,5810,1051,0.24129987152874138,0.5881368385073698,9,False
saopaulo,B_full,44,SIT,3,11725,2451,0.39686416501300775,0.43207410685110426,10,False
saopaulo,B_full,44,Steck-b,0,2723,785,0.41909278839057007,0.40388908585679245,8,False
saopaulo,B_full,44,Steck-b,1,3563,983,0.4265858919178992,0.4879080826996126,8,False
saopaulo,B_full,44,Steck-b,2,5810,1051,0.29196406242746165,0.5869846677439078,9,False
saopaulo,B_full,44,Steck-b,3,11725,2451,0.435795631502854,0.43657851283127375,10,False
saopaulo,EASE,44,BASE,0,2723,785,0.21658512226108215,0.27664172076674387,8,False
saopaulo,EASE,44,BASE,1,3563,983,0.21881182081225503,0.36194239779475,8,False
saopaulo,EASE,44,BASE,2,5810,1051,0.18439328412799197,0.5287530932838213,9,False
saopaulo,EASE,44,BASE,3,11725,2451,0.18466633515235933,0.31294121014186266,10,False
saopaulo,EASE,44,SIT,0,2723,785,0.2201284996204393,0.2685253090503372,8,False
saopaulo,EASE,44,SIT,1,3563,983,0.2174477027536081,0.36520941582581945,8,False
saopaulo,EASE,44,SIT,2,5810,1051,0.13000520693955353,0.5472215917879287,9,False
saopaulo,EASE,44,SIT,3,11725,2451,0.18193179001099596,0.34960348696194343,10,False
saopaulo,EASE,44,Steck-b,0,2723,785,0.2739777966980721,0.31229859580603986,8,False
saopaulo,EASE,44,Steck-b,1,3563,983,0.2877028596327482,0.4213898346070877,8,False
saopaulo,EASE,44,Steck-b,2,5810,1051,0.22339319001078264,0.554686469586896,9,False
saopaulo,EASE,44,Steck-b,3,11725,2451,0.2747395186670195,0.3655857074277367,10,False
saopaulo,DeepFM,44,BASE,0,2723,785,0.2128184515778696,0.2778902415227511,8,False
saopaulo,DeepFM,44,BASE,1,3563,983,0.23324107851910417,0.3904263145780875,8,False
saopaulo,DeepFM,44,BASE,2,5810,1051,0.1734096456534234,0.5683662010100426,9,False
saopaulo,DeepFM,44,BASE,3,11725,2451,0.18328262968713852,0.31232263253963133,10,False
saopaulo,DeepFM,44,SIT,0,2723,785,0.21616982262058784,0.2819507530735074,8,False
saopaulo,DeepFM,44,SIT,1,3563,983,0.23717302643102542,0.3969188071313329,8,False
saopaulo,DeepFM,44,SIT,2,5810,1051,0.16187646399175273,0.5676921939472562,9,False
saopaulo,DeepFM,44,SIT,3,11725,2451,0.18264563789103025,0.3172194679375824,10,False
saopaulo,DeepFM,44,Steck-b,0,2723,785,0.2962066531415244,0.3229961901395134,8,False
saopaulo,DeepFM,44,Steck-b,1,3563,983,0.3174045050383427,0.43965772819322463,8,False
saopaulo,DeepFM,44,Steck-b,2,5810,1051,0.2138105227524355,0.565228790796324,9,False
saopaulo,DeepFM,44,Steck-b,3,11725,2451,0.3108982841012014,0.3541983609930183,10,False
saopaulo,AFM,44,BASE,0,2723,785,0.23901193833708728,0.26512522884450357,8,False
saopaulo,AFM,44,BASE,1,3563,983,0.2286310124154482,0.37206321465150705,8,False
saopaulo,AFM,44,BASE,2,5810,1051,0.17267684060695127,0.5644855948725817,9,False
saopaulo,AFM,44,BASE,3,11725,2451,0.19212190791636924,0.2592028324958015,10,False
saopaulo,AFM,44,SIT,0,2723,785,0.27010893966321725,0.2814924583784394,8,False
saopaulo,AFM,44,SIT,1,3563,983,0.24133642887570889,0.3888618645737629,8,False
saopaulo,AFM,44,SIT,2,5810,1051,0.14068764061256073,0.5494074753759468,9,False
saopaulo,AFM,44,SIT,3,11725,2451,0.22257407432258808,0.3523066688928166,10,False
saopaulo,AFM,44,Steck-b,0,2723,785,0.3369649796138987,0.33468209658710485,8,False
saopaulo,AFM,44,Steck-b,1,3563,983,0.3388075234732462,0.45110120223732003,8,False
saopaulo,AFM,44,Steck-b,2,5810,1051,0.22762935655621241,0.5753140719791544,9,False
saopaulo,AFM,44,Steck-b,3,11725,2451,0.3467560147591673,0.38852490775972987,10,False
saopaulo,FPMC,44,BASE,0,2723,785,0.3099984408961083,0.3463342702235621,8,False
saopaulo,FPMC,44,BASE,1,3563,983,0.30727684815065603,0.37879188211876297,8,False
saopaulo,FPMC,44,BASE,2,5810,1051,0.2730242310248765,0.5198057687362718,9,False
saopaulo,FPMC,44,BASE,3,11725,2451,0.2501904746524863,0.38206235141425776,10,False
saopaulo,FPMC,44,SIT,0,2723,785,0.32234885866185337,0.3544523536281341,8,False
saopaulo,FPMC,44,SIT,1,3563,983,0.30746161175935216,0.3905558584276535,8,False
saopaulo,FPMC,44,SIT,2,5810,1051,0.2357693922276205,0.5581721800160304,9,False
saopaulo,FPMC,44,SIT,3,11725,2451,0.2414032432079905,0.38082641920546484,10,False
saopaulo,FPMC,44,Steck-b,0,2723,785,0.36806154247881595,0.3843076411154538,8,False
saopaulo,FPMC,44,Steck-b,1,3563,983,0.3547669323561569,0.4283792077442461,8,False
saopaulo,FPMC,44,Steck-b,2,5810,1051,0.30247617717267555,0.569874668928578,9,False
saopaulo,FPMC,44,Steck-b,3,11725,2451,0.3150612407522474,0.4273459433519158,10,False
saopaulo,SASRec,44,BASE,0,2723,785,0.324961008277325,0.3599032834004194,8,False
saopaulo,SASRec,44,BASE,1,3563,983,0.32332765576257366,0.3893460205701429,8,False
saopaulo,SASRec,44,BASE,2,5810,1051,0.295749637163391,0.5291651814125411,9,False
saopaulo,SASRec,44,BASE,3,11725,2451,0.25515422028552215,0.3877377233875646,10,False
saopaulo,SASRec,44,SIT,0,2723,785,0.33393118369443253,0.36530557368700567,8,False
saopaulo,SASRec,44,SIT,1,3563,983,0.32529128698622106,0.3994986926130858,8,False
saopaulo,SASRec,44,SIT,2,5810,1051,0.2530629866799698,0.5696369143141882,9,False
saopaulo,SASRec,44,SIT,3,11725,2451,0.24401002651136494,0.3810588646456592,10,False
saopaulo,SASRec,44,Steck-b,0,2723,785,0.3669288056959119,0.38678097395510347,8,False
saopaulo,SASRec,44,Steck-b,1,3563,983,0.3767926678219455,0.44328098264311877,8,False
