dataset,backbone,method,min_rawlsiano,quartile_basso,divario,media,min_lo,q25_lo,divario_lo,media_lo,min_hi,q25_hi,divario_hi,media_hi
kuairand,B_blind,BASE,0.0852799457289777,0.0870560284743545,-0.0114324183923994,0.0967123641213772,0.0830687470633759,0.0852852550789642,-0.0134204816556178,0.0947406491508442,0.0858648141923794,0.0879181258307023,-0.0102581553436828,0.097615737156268
kuairand,B_blind,SIT,0.0802573545396361,0.0848964210103246,-0.0141887274715902,0.0944460820112264,0.0784037348238471,0.0831003160435089,-0.0156674448313528,0.0925071900473903,0.0814885009325721,0.0855789330383666,-0.0122811908510092,0.095468685228771
kuairand,B_blind,Steck-b,0.0923635955598528,0.0936388596868705,-0.0090387766472659,0.1014023722071187,0.0897428692820839,0.0919534397172632,-0.0110594585611166,0.098970621350617,0.0926005850105939,0.0946327865335134,-0.0075137927923549,0.1020536650101031
kuairand,B_full,BASE,0.0798601214287897,0.0851696394171823,-0.0137252773865067,0.0935853988152964,0.0767343135646231,0.0797519641918658,-0.0152971192884112,0.0893248399715587,0.0822188029537215,0.0883359279772423,-0.01160017734867,0.096055265145299
kuairand,B_full,SIT,0.0765853097136857,0.0845386422375203,-0.0159159620513408,0.0925012717650265,0.0736075691340569,0.0791972296501813,-0.0178552050533824,0.0886647074277872,0.0788630052633026,0.0882556487902628,-0.0136389657701257,0.0949314522143849
kuairand,B_full,Steck-b,0.0844387397888164,0.0898021325321954,-0.0120709353935073,0.0965096751823238,0.0816540481812466,0.0861887740528851,-0.0138167376236457,0.0936100252919955,0.0865634680434939,0.0920315315800669,-0.0097708235262424,0.0980251651215418
kuairand,EASE,BASE,0.0805444946135902,0.083524258144936,-0.0095442505948713,0.0900887452084616,0.0786084351486311,0.0819856460242083,-0.0112696316017515,0.0880848990313907,0.081216145725583,0.0840983304080121,-0.0080553880723422,0.0907255630417843
kuairand,EASE,SIT,0.0594341120146643,0.0761980324632275,-0.0214124036570092,0.0808465156716736,0.058068146113721,0.0744931200402635,-0.0226958735831331,0.0790304555219213,0.0603018366896808,0.0766252433887305,-0.0196549845985722,0.0816313764591763
kuairand,EASE,Steck-b,0.0881158862732338,0.0883970972933261,-0.0065615836407931,0.094677469914027,0.084923784156989,0.0869814781404527,-0.009146535630601,0.0924240510348997,0.0881462616626501,0.0898860055422722,-0.0057480659788346,0.095756207068993
kuairand,DeepFM,BASE,0.0786489954707885,0.0796443059371476,-0.0113214636941358,0.0899704591649243,0.0765960635232658,0.0783493330507028,-0.0129048538406579,0.0878719515074118,0.0789420233493967,0.0802403045494878,-0.0099231223127127,0.0904786058664938
kuairand,DeepFM,SIT,0.066082967800629,0.0773704984082798,-0.0190329306912202,0.0851158984918492,0.0646871515510121,0.0755816475975275,-0.0201058014116911,0.0830926965728225,0.0668851720908214,0.0778678573426661,-0.0170684428212118,0.0857134516797451
kuairand,DeepFM,Steck-b,0.0879154276787956,0.0891350572440905,-0.0091332362368452,0.0970486639156407,0.0855522586296086,0.0874297191191738,-0.0107699023059724,0.0948233477549268,0.0883246652151493,0.0900283638390137,-0.0077097428188678,0.097700108277341
kuairand,AFM,BASE,0.0647253932161549,0.0680464307415577,-0.0123534298085572,0.0770788230247122,0.0633195990932036,0.0670176246543004,-0.0136191002840732,0.0755270367316033,0.0651774106824565,0.0684604326873302,-0.0111657880691259,0.0777643214208488
kuairand,AFM,SIT,0.0580520366965867,0.0645383086177681,-0.0165812847180553,0.0746333214146421,0.056898570028052,0.0633138102465985,-0.0176668765044392,0.0730794563196632,0.0586360201343609,0.064917821238143,-0.0152000845148863,0.0752505049978091
kuairand,AFM,Steck-b,0.0724150974522094,0.0764185851323136,-0.0117861019191843,0.0842011993713938,0.0707780534722428,0.0751523897882775,-0.0132868543181706,0.0825161463855734,0.0728881348470736,0.0768668935798948,-0.0105229356187939,0.0849156955135121
kuairand,FPMC,BASE,0.1017308044362158,0.1023520425786066,-0.010475898513092,0.1122067029493079,0.0980627829906036,0.1005740886510084,-0.0129927182786032,0.1093657127294469,0.1016552631468005,0.1037385524540505,-0.0092139846660711,0.112739160864967
kuairand,FPMC,SIT,0.0983429246893332,0.101940074848413,-0.0122005186277743,0.1105434433171076,0.0956237349401722,0.099825812099679,-0.0139088603052639,0.1077462383466177,0.0996262648959994,0.1029261727211301,-0.0096733246346238,0.1112086023436023
