dataset,backbone,method,min_rawlsiano,quartile_basso,divario,media,min_lo,q25_lo,divario_lo,media_lo,min_hi,q25_hi,divario_hi,media_hi
nyc_tist,B_blind,BASE,0.21777411939970343,0.22350693859371606,-0.03516493005823133,0.2529390494579348,0.20974577654700158,0.2220436040013261,-0.050134704012860035,0.24576555908766953,0.21983311785096876,0.2360339267013896,-0.0289282284008503,0.2624925585940823
nyc_tist,B_blind,SIT,0.18310030502321326,0.2042039412236297,-0.04539725785371447,0.22849756287692774,0.17214446993308008,0.193173708079415,-0.06517812342494352,0.2174559574263089,0.18998054336363587,0.2103315066737872,-0.03687947988399249,0.24478998525979498
nyc_tist,B_blind,Steck-b,0.2824854044755667,0.29591064888023194,-0.03317375282695186,0.31565915730251853,0.2589113320993911,0.2876246116180899,-0.057188655666392904,0.30734287205197974,0.2859330300349521,0.3045259985432933,-0.029710144285537275,0.32668706892085836
nyc_tist,B_full,BASE,0.30901354175345014,0.333657382034727,-0.03910866320978416,0.3481222049632343,0.2879411620198809,0.31755394407829407,-0.06438052664582153,0.3374279359224971,0.3139337988932427,0.33345731848832627,-0.03196672878493858,0.3617861713467842
nyc_tist,B_full,SIT,0.2517593509185188,0.2928732407753504,-0.07082213993780329,0.32258149085632215,0.23010971077847886,0.2758162991405699,-0.09594474291101995,0.3082532612756433,0.2681547802281808,0.30517475661681986,-0.053587666614722716,0.3387152386473715
nyc_tist,B_full,Steck-b,0.3082518253841608,0.34509208383996043,-0.04936984207065156,0.3576216674548124,0.28698639996257097,0.3293149306677444,-0.06933827007225223,0.3450516237093503,0.31929051398139024,0.34657036783163875,-0.039052475479440574,0.37116625268081443
nyc_tist,EASE,BASE,0.2070782746725675,0.21013883985066756,-0.038735942193566006,0.24581421686613353,0.20038569839596201,0.21040328848342776,-0.05620866429960178,0.23536364376671323,0.20818127567515401,0.2229839143498356,-0.030387124369897843,0.2592319404244916
nyc_tist,EASE,SIT,0.1296295433984062,0.15136548101122133,-0.05061483880379941,0.18024438220220562,0.12402763605462937,0.13963913297288053,-0.06793340046023363,0.1599456618396305,0.14398226793681004,0.16318669070921105,-0.030336454430752453,0.20923824836187732
nyc_tist,EASE,Steck-b,0.2563506354751373,0.27672020362569105,-0.0389498256462734,0.2953004611214107,0.2309057162495401,0.26614068395082324,-0.06448158623595715,0.285870317584174,0.2601765593983188,0.2828661561924726,-0.03378349616070575,0.30693214506297817
nyc_tist,DeepFM,BASE,0.24465151138072364,0.27252173253503686,-0.04458159749849178,0.2892331088792154,0.23477665799811953,0.25763113955005706,-0.06117705243478104,0.2762573814806495,0.25397513086854173,0.27210792807504364,-0.029014079443948584,0.3019845158001813
nyc_tist,DeepFM,SIT,0.17896220297605994,0.19890020223614177,-0.05445260271108614,0.23341480568714604,0.15302839281382236,0.1687395569309548,-0.07388475310262974,0.2043173554697253,0.20028649284305547,0.22197982832641858,-0.04065973950573241,0.2674840594573437
nyc_tist,DeepFM,Steck-b,0.2807588745993537,0.29524608663618446,-0.03956102134438007,0.3203198959437338,0.2539246159288321,0.28540573250019946,-0.06745132973988814,0.3088169627415348,0.2823838661520097,0.30602831910606604,-0.03426784243212015,0.33106310177811543
nyc_tist,AFM,BASE,0.18220699145427416,0.18412940753434062,-0.025918590127252773,0.20812558158152691,0.1713776869531229,0.18323832598900008,-0.04914052801348032,0.19871299047294874,0.18246266808094333,0.1926850589595397,-0.019316993094493376,0.22250861077839026
nyc_tist,AFM,SIT,0.12821542431728178,0.1526237547345306,-0.05253727141751089,0.18075269573479266,0.12558873628705142,0.14351908565541144,-0.06775130341127708,0.16551811314376091,0.13936715704101418,0.15810050339650614,-0.034627320241078945,0.20162405636450403
nyc_tist,AFM,Steck-b,0.24062357228516457,0.2854890854097805,-0.0653360572282072,0.30595962951337186,0.22349780945993208,0.2734527734009209,-0.08030866813911666,0.2956787432962184,0.25422761319744214,0.2940445377425729,-0.05322727055472372,0.3168955813084275
nyc_tist,FPMC,BASE,0.2655365374244103,0.28132419020599186,-0.05815034177831476,0.3236868792027251,0.2614634071846738,0.28098197853122164,-0.06874844278725056,0.3138826607252205,0.27698063323275385,0.2981290651119418,-0.04281243324867471,0.33601931590185696
nyc_tist,FPMC,SIT,0.2339814749928998,0.2595383744890932,-0.06622338345105619,0.30020485844395595,0.22874171800712487,0.2543446995059889,-0.08040798249307343,0.2865411151700173,0.24973051550558686,0.27360051270435515,-0.04557383859968542,0.31895269973524326
nyc_tist,FPMC,Steck-b,0.28365279519346576,0.3359375209216548,-0.06981110733617481,0.35346390252964055,0.27873634941929687,0.32387794006157317,-0.07744269625813816,0.34299016404820243,0.302906318433366,0.3418490091204236,-0.046551406810967574,0.3636548002457542
nyc_tist,SASRec,BASE,0.2919172500602477,0.2998115790920821,-0.04104922406518322,0.33296647412543096,0.28119053587788,0.2965093185995813,-0.056700049309695764,0.3195152114459617,0.29537222191015855,0.30875833328058355,-0.030246198370445846,0.34534747641016095
nyc_tist,SASRec,SIT,0.25066060326755524,0.28016337934781343,-0.06548319193444224,0.3161437952019975,0.24523375885664864,0.27467921174284055,-0.08205209993196302,0.2997559060626303,0.2646502280294876,0.2886551539996566,-0.04147750313721316,0.33468539913514883
nyc_tist,SASRec,Steck-b,0.30157482022287213,0.33545596814654083,-0.05457826917789971,0.35615308940077184,0.2943413183446691,0.32403985942355895,-0.06685341763633103,0.34239880412080437,0.31593765765556875,0.33972550114747213,-0.03451545479983468,0.3680598013196589
