dataset,backbone,seed,method,situation,n_requests,n_users,macroCatMRR,microCatMRR,n_cats_supported,low_support
kuairand,DeepFM,45,Steck-b,0,7819,2870,0.09914767571650376,0.2331791192709658,32,False
kuairand,DeepFM,45,Steck-b,1,25480,10850,0.08954861422950985,0.2365136375705173,38,False
kuairand,DeepFM,45,Steck-b,2,13614,7003,0.08772746927893553,0.28242808144413883,36,False
kuairand,DeepFM,45,Steck-b,3,5855,2039,0.11355673313556525,0.25042324763556784,25,False
kuairand,AFM,45,BASE,0,7819,2870,0.07790268628039675,0.25365220847772924,32,False
kuairand,AFM,45,BASE,1,25480,10850,0.06472632241891019,0.2702136753287939,38,False
kuairand,AFM,45,BASE,2,13614,7003,0.06919009729802289,0.290910612958913,36,False
kuairand,AFM,45,BASE,3,5855,2039,0.0983213650520885,0.2342071657126894,25,False
kuairand,AFM,45,SIT,0,7819,2870,0.07951062583112437,0.260585593206809,32,False
kuairand,AFM,45,SIT,1,25480,10850,0.06679312331542969,0.2592992391553691,38,False
kuairand,AFM,45,SIT,2,13614,7003,0.057954314656970145,0.3245672981943461,36,False
kuairand,AFM,45,SIT,3,5855,2039,0.09617942592855211,0.2754995981586767,25,False
kuairand,AFM,45,Steck-b,0,7819,2870,0.08463721227900499,0.27111643363684756,32,False
kuairand,AFM,45,Steck-b,1,25480,10850,0.07245483049946866,0.28575573128297277,38,False
kuairand,AFM,45,Steck-b,2,13614,7003,0.07780288772115657,0.32098140751979526,36,False
kuairand,AFM,45,Steck-b,3,5855,2039,0.10388932034533355,0.2625023541661533,25,False
kuairand,FPMC,45,BASE,0,7819,2870,0.11799018826931551,0.2770399703661521,32,False
kuairand,FPMC,45,BASE,1,25480,10850,0.10276964017168537,0.2689976213867372,38,False
kuairand,FPMC,45,BASE,2,13614,7003,0.10115542185815342,0.31167942135769683,36,False
kuairand,FPMC,45,BASE,3,5855,2039,0.12618192317320412,0.299989485432463,25,False
kuairand,FPMC,45,SIT,0,7819,2870,0.11687742454582475,0.27776838737134013,32,False
kuairand,FPMC,45,SIT,1,25480,10850,0.10336454056752972,0.26551869481127266,38,False
kuairand,FPMC,45,SIT,2,13614,7003,0.09772861371679295,0.31659919744458614,36,False
kuairand,FPMC,45,SIT,3,5855,2039,0.12350669958657633,0.3071830991409069,25,False
kuairand,FPMC,45,Steck-b,0,7819,2870,0.1183743817529189,0.2798799290890304,32,False
kuairand,FPMC,45,Steck-b,1,25480,10850,0.10517051068020487,0.2701170768792288,38,False
kuairand,FPMC,45,Steck-b,2,13614,7003,0.10250734658952773,0.31424608212445215,36,False
kuairand,FPMC,45,Steck-b,3,5855,2039,0.12590562166568048,0.3061688975495875,25,False
kuairand,SASRec,45,BASE,0,7819,2870,0.12756772123895715,0.28441828068217423,32,False
kuairand,SASRec,45,BASE,1,25480,10850,0.1166513383018552,0.27299717314812927,38,False
kuairand,SASRec,45,BASE,2,13614,7003,0.10882131880025721,0.3247055201490722,36,False
kuairand,SASRec,45,BASE,3,5855,2039,0.12652330900736464,0.3253759825122417,25,False
kuairand,SASRec,45,SIT,0,7819,2870,0.12696806455104176,0.284380764777372,32,False
kuairand,SASRec,45,SIT,1,25480,10850,0.11642635657009312,0.2691129359139903,38,False
kuairand,SASRec,45,SIT,2,13614,7003,0.10443028734399058,0.32883134382390067,36,False
kuairand,SASRec,45,SIT,3,5855,2039,0.12247775214824262,0.32715511548887405,25,False
kuairand,SASRec,45,Steck-b,0,7819,2870,0.12776579769091323,0.28578285613831667,32,False
kuairand,SASRec,45,Steck-b,1,25480,10850,0.11733883418271288,0.2739351495532381,38,False
kuairand,SASRec,45,Steck-b,2,13614,7003,0.10933352030865372,0.3263890188881226,36,False
kuairand,SASRec,45,Steck-b,3,5855,2039,0.12667174011658466,0.3274923184654223,25,False
kuairand,B_blind,46,BASE,0,25459,10837,0.08523170250669804,0.2655476855277707,38,False
kuairand,B_blind,46,BASE,1,5855,2039,0.11327376098597856,0.28820761035546627,25,False
kuairand,B_blind,46,BASE,2,13620,7003,0.08779838885516017,0.29989039959993025,36,False
kuairand,B_blind,46,BASE,3,7834,2879,0.09993839519042176,0.2718505705741822,33,False
kuairand,B_blind,46,SIT,0,25459,10837,0.08640425226309109,0.2576367850365793,38,False
kuairand,B_blind,46,SIT,1,5855,2039,0.10947156259956588,0.3004017553688259,25,False
kuairand,B_blind,46,SIT,2,13620,7003,0.08033076502432986,0.309375904983797,36,False
kuairand,B_blind,46,SIT,3,7834,2879,0.10064133861240275,0.27334588001924987,33,False
kuairand,B_blind,46,Steck-b,0,25459,10837,0.09236416604105992,0.2684513631382812,38,False
kuairand,B_blind,46,Steck-b,1,5855,2039,0.11487871424863098,0.30253383949901047,25,False
kuairand,B_blind,46,Steck-b,2,13620,7003,0.09417877790235447,0.3053166393644735,36,False
kuairand,B_blind,46,Steck-b,3,7834,2879,0.10334516042213093,0.2800378198785287,33,False
kuairand,B_full,46,BASE,0,25459,10837,0.092891392089105,0.2759493299342443,38,False
kuairand,B_full,46,BASE,1,5855,2039,0.10873602850153963,0.29254470463564464,25,False
kuairand,B_full,46,BASE,2,13620,7003,0.0814625132760886,0.3207693377661054,36,False
kuairand,B_full,46,BASE,3,7834,2879,0.1035103327283847,0.2783516706447167,33,False
kuairand,B_full,46,SIT,0,25459,10837,0.09359928229957445,0.27294062276182196,38,False
kuairand,B_full,46,SIT,1,5855,2039,0.10601641769938848,0.3006292628172263,25,False
kuairand,B_full,46,SIT,2,13620,7003,0.07668944520128565,0.32655575456359853,36,False
kuairand,B_full,46,SIT,3,7834,2879,0.10355361680812075,0.27803548741479256,33,False
kuairand,B_full,46,Steck-b,0,25459,10837,0.0948154373708139,0.27847755941173946,38,False
kuairand,B_full,46,Steck-b,1,5855,2039,0.1075125435779329,0.29688211356795935,25,False
kuairand,B_full,46,Steck-b,2,13620,7003,0.08317700899343655,0.3225794102586478,36,False
kuairand,B_full,46,Steck-b,3,7834,2879,0.10367753473985146,0.2798591353968516,33,False
kuairand,EASE,46,BASE,0,25459,10837,0.08067414764609385,0.26654932063858083,38,False
kuairand,EASE,46,BASE,1,5855,2039,0.10649768791579049,0.2692748200342692,25,False
kuairand,EASE,46,BASE,2,13620,7003,0.08435239531995535,0.3019492018742916,36,False
kuairand,EASE,46,BASE,3,7834,2879,0.08780190546238925,0.26255075612550344,33,False
kuairand,EASE,46,SIT,0,25459,10837,0.08188568634237792,0.23793065004777939,38,False
kuairand,EASE,46,SIT,1,5855,2039,0.09058606844197423,0.2993831959491222,25,False
kuairand,EASE,46,SIT,2,13620,7003,0.059075652000845275,0.3114380048118336,36,False
kuairand,EASE,46,SIT,3,7834,2879,0.09067608034706784,0.2696990877846673,33,False
kuairand,EASE,46,Steck-b,0,25459,10837,0.08854118595824087,0.23691611297996,38,False
kuairand,EASE,46,Steck-b,1,5855,2039,0.10671307889168193,0.2748105754036093,25,False
kuairand,EASE,46,Steck-b,2,13620,7003,0.08787203239155339,0.2664603435646179,36,False
kuairand,EASE,46,Steck-b,3,7834,2879,0.09435184653165184,0.2548849536737877,33,False
kuairand,DeepFM,46,BASE,0,25459,10837,0.0798894448584479,0.22711869222382938,38,False
kuairand,DeepFM,46,BASE,1,5855,2039,0.10954803936714097,0.22758743442624144,25,False
kuairand,DeepFM,46,BASE,2,13620,7003,0.07862201822003093,0.26159595327743496,36,False
kuairand,DeepFM,46,BASE,3,7834,2879,0.09107265949295029,0.21900652089133266,33,False
kuairand,DeepFM,46,SIT,0,25459,10837,0.08120515176179267,0.21570652247532998,38,False
kuairand,DeepFM,46,SIT,1,5855,2039,0.10171147827205688,0.2662040758702505,25,False
kuairand,DeepFM,46,SIT,2,13620,7003,0.0658635552224445,0.298756854699857,36,False
kuairand,DeepFM,46,SIT,3,7834,2879,0.09075433520045316,0.21948916669973115,33,False
kuairand,DeepFM,46,Steck-b,0,25459,10837,0.0894975535773282,0.23645075141866498,38,False
kuairand,DeepFM,46,Steck-b,1,5855,2039,0.11355673313556525,0.25042324763556784,25,False
kuairand,DeepFM,46,Steck-b,2,13620,7003,0.08776825972491953,0.2823550587944571,36,False
kuairand,DeepFM,46,Steck-b,3,7834,2879,0.0963696174241833,0.2334559867559801,33,False
kuairand,AFM,46,BASE,0,25459,10837,0.06472095892188605,0.27025180398037635,38,False
kuairand,AFM,46,BASE,1,5855,2039,0.0983213650520885,0.2342071657126894,25,False
kuairand,AFM,46,BASE,2,13620,7003,0.06917892038695145,0.29081315274436104,36,False
kuairand,AFM,46,BASE,3,7834,2879,0.07556339759026574,0.2537135987200765,33,False
kuairand,AFM,46,SIT,0,25459,10837,0.06678742891078204,0.2593309196862577,38,False
kuairand,AFM,46,SIT,1,5855,2039,0.09617942592855211,0.2754995981586767,25,False
kuairand,AFM,46,SIT,2,13620,7003,0.057955809734618016,0.32445501124621023,36,False
kuairand,AFM,46,SIT,3,7834,2879,0.07715548223620243,0.260614605499607,33,False
kuairand,AFM,46,Steck-b,0,25459,10837,0.07244761778464377,0.2857722526803608,38,False
kuairand,AFM,46,Steck-b,1,5855,2039,0.10388932034533355,0.2625023541661533,25,False
kuairand,AFM,46,Steck-b,2,13620,7003,0.07777515854157846,0.32086185763745306,36,False
kuairand,AFM,46,Steck-b,3,7834,2879,0.08209640175197248,0.2712128028980361,33,False
kuairand,FPMC,46,BASE,0,25459,10837,0.10280396969254521,0.26907749135788384,38,False
kuairand,FPMC,46,BASE,1,5855,2039,0.12618192317320412,0.299989485432463,25,False
kuairand,FPMC,46,BASE,2,13620,7003,0.10111268063182113,0.3115569431307348,36,False
kuairand,FPMC,46,BASE,3,7834,2879,0.11739100144665862,0.2769452572976408,33,False
kuairand,FPMC,46,SIT,0,25459,10837,0.10339821032105827,0.2655879419470886,38,False
kuairand,FPMC,46,SIT,1,5855,2039,0.12350669958657633,0.3071830991409069,25,False
kuairand,FPMC,46,SIT,2,13620,7003,0.09768713621159106,0.3164719893883648,36,False
kuairand,FPMC,46,SIT,3,7834,2879,0.11616378664545197,0.27766588114883844,33,False
kuairand,FPMC,46,Steck-b,0,25459,10837,0.10519180295249296,0.27014375539765556,38,False
kuairand,FPMC,46,Steck-b,1,5855,2039,0.12590562166568048,0.3061688975495875,25,False
kuairand,FPMC,46,Steck-b,2,13620,7003,0.10246135538615192,0.3141194139833002,36,False
kuairand,FPMC,46,Steck-b,3,7834,2879,0.11751352321855656,0.27977080838474144,33,False
kuairand,SASRec,46,BASE,0,25459,10837,0.1166182674525986,0.2729230734659605,38,False
kuairand,SASRec,46,BASE,1,5855,2039,0.12652330900736464,0.3253759825122417,25,False
kuairand,SASRec,46,BASE,2,13620,7003,0.10881551619916284,0.3246024519643108,36,False
kuairand,SASRec,46,BASE,3,7834,2879,0.12598495752632902,0.28477681090808277,33,False
kuairand,SASRec,46,SIT,0,25459,10837,0.11637711165208957,0.2690596218627904,38,False
kuairand,SASRec,46,SIT,1,5855,2039,0.12247775214824262,0.32715511548887405,25,False
kuairand,SASRec,46,SIT,2,13620,7003,0.10442590732031265,0.32872557506615274,36,False
kuairand,SASRec,46,SIT,3,7834,2879,0.12531890981325364,0.28459646032691577,33,False
kuairand,SASRec,46,Steck-b,0,25459,10837,0.11730993001853439,0.2738704664697986,38,False
kuairand,SASRec,46,Steck-b,1,5855,2039,0.12667174011658466,0.3274923184654223,25,False
kuairand,SASRec,46,Steck-b,2,13620,7003,0.10932176118099059,0.32628149127697775,36,False
kuairand,SASRec,46,Steck-b,3,7834,2879,0.12612954515603175,0.28614515600529716,33,False
