dataset,backbone,seed,method,situation,n_requests,n_users,macroCatMRR,microCatMRR,n_cats_supported,low_support
ml1m,B_full,43,BASE,2,25786,1910,0.23366517301947362,0.36876985784373734,17,False
ml1m,B_full,43,BASE,3,12812,1164,0.22532302562747122,0.5974770033918124,16,False
ml1m,B_full,43,BASE,4,17965,1912,0.27754389233540566,0.3811744629071233,17,False
ml1m,B_full,43,SIT,0,31819,2372,0.20631645070935892,0.46767559674186526,18,False
ml1m,B_full,43,SIT,1,8817,1904,0.0913581401759821,0.4063647388105645,17,False
ml1m,B_full,43,SIT,2,25786,1910,0.23433361034353717,0.3850411603648519,17,False
ml1m,B_full,43,SIT,3,12812,1164,0.21084417429735458,0.6049951960302732,16,False
ml1m,B_full,43,SIT,4,17965,1912,0.282893433039315,0.3680438926785085,17,False
ml1m,B_full,43,Steck-b,0,31819,2372,0.21368112418315252,0.4506651680457172,18,False
ml1m,B_full,43,Steck-b,1,8817,1904,0.09252370974936124,0.41071962001747414,17,False
ml1m,B_full,43,Steck-b,2,25786,1910,0.23233435059240504,0.36875540763989184,17,False
ml1m,B_full,43,Steck-b,3,12812,1164,0.22479713342608432,0.5963990731010469,16,False
ml1m,B_full,43,Steck-b,4,17965,1912,0.27630525627582037,0.37947393760292547,17,False
ml1m,EASE,43,BASE,0,31819,2372,0.12346296187446784,0.37951896775996424,18,False
ml1m,EASE,43,BASE,1,8817,1904,0.13434625928496163,0.3904173236105774,17,False
ml1m,EASE,43,BASE,2,25786,1910,0.1316795731857263,0.33639894186535496,17,False
ml1m,EASE,43,BASE,3,12812,1164,0.14881942820334992,0.48797650392775843,16,False
ml1m,EASE,43,BASE,4,17965,1912,0.1382924808011297,0.33671793418507445,17,False
ml1m,EASE,43,SIT,0,31819,2372,0.11069382949339307,0.4160867515584482,18,False
ml1m,EASE,43,SIT,1,8817,1904,0.13520318167638468,0.3925051484921512,17,False
ml1m,EASE,43,SIT,2,25786,1910,0.13178230794862927,0.3700198085925139,17,False
ml1m,EASE,43,SIT,3,12812,1164,0.11404529344779132,0.5612697075265788,16,False
ml1m,EASE,43,SIT,4,17965,1912,0.1471978574211968,0.3085734909275835,17,False
ml1m,EASE,43,Steck-b,0,31819,2372,0.12436681384303785,0.37410616083282744,18,False
ml1m,EASE,43,Steck-b,1,8817,1904,0.13547953502618462,0.38152675006191344,17,False
ml1m,EASE,43,Steck-b,2,25786,1910,0.1336114085446373,0.33720889164321344,17,False
ml1m,EASE,43,Steck-b,3,12812,1164,0.15144363938103655,0.4823772354492439,16,False
ml1m,EASE,43,Steck-b,4,17965,1912,0.13867732842856997,0.3338429994821626,17,False
ml1m,DeepFM,43,BASE,0,31819,2372,0.2033534681907968,0.448405251392065,18,False
ml1m,DeepFM,43,BASE,1,8817,1904,0.09531033136443696,0.4192588180804943,17,False
ml1m,DeepFM,43,BASE,2,25786,1910,0.23387500779861298,0.3654740762359984,17,False
ml1m,DeepFM,43,BASE,3,12812,1164,0.21616989029172112,0.595316097864916,16,False
ml1m,DeepFM,43,BASE,4,17965,1912,0.26964029364126885,0.38161935148516596,17,False
ml1m,DeepFM,43,SIT,0,31819,2372,0.2015161503294058,0.46299478109255954,18,False
ml1m,DeepFM,43,SIT,1,8817,1904,0.09426804777819052,0.4159065508419952,17,False
ml1m,DeepFM,43,SIT,2,25786,1910,0.2357929717291255,0.3813648312890047,17,False
ml1m,DeepFM,43,SIT,3,12812,1164,0.20960838568860352,0.6068552499960786,16,False
ml1m,DeepFM,43,SIT,4,17965,1912,0.27411313142950106,0.37597376923977965,17,False
ml1m,DeepFM,43,Steck-b,0,31819,2372,0.2029096761804714,0.44867240745192705,18,False
ml1m,DeepFM,43,Steck-b,1,8817,1904,0.09646003951835741,0.4201995920946892,17,False
ml1m,DeepFM,43,Steck-b,2,25786,1910,0.23046762403746893,0.36558686887814573,17,False
ml1m,DeepFM,43,Steck-b,3,12812,1164,0.21522410161161126,0.59900451233294,16,False
ml1m,DeepFM,43,Steck-b,4,17965,1912,0.2685118969155355,0.38197573049743244,17,False
ml1m,AFM,43,BASE,0,31819,2372,0.19168377013324905,0.45390208799701753,18,False
ml1m,AFM,43,BASE,1,8817,1904,0.09489720193014266,0.41830003459313536,17,False
ml1m,AFM,43,BASE,2,25786,1910,0.21529427119773747,0.36808429195320475,17,False
ml1m,AFM,43,BASE,3,12812,1164,0.20410720523562664,0.5809849746190553,16,False
ml1m,AFM,43,BASE,4,17965,1912,0.24973068015343133,0.37815147533583965,17,False
ml1m,AFM,43,SIT,0,31819,2372,0.1789571462739556,0.46546837373962097,18,False
ml1m,AFM,43,SIT,1,8817,1904,0.09214402416092253,0.4111316096236648,17,False
ml1m,AFM,43,SIT,2,25786,1910,0.21938078164435468,0.3846456844431729,17,False
ml1m,AFM,43,SIT,3,12812,1164,0.1812939501434836,0.6049105188935866,16,False
ml1m,AFM,43,SIT,4,17965,1912,0.2655960778138292,0.3720797932429305,17,False
ml1m,AFM,43,Steck-b,0,31819,2372,0.18901624140626888,0.4591804221706004,18,False
ml1m,AFM,43,Steck-b,1,8817,1904,0.09903691444931068,0.4255167183523641,17,False
ml1m,AFM,43,Steck-b,2,25786,1910,0.2101237084633992,0.3746622266467039,17,False
ml1m,AFM,43,Steck-b,3,12812,1164,0.19885670733662947,0.5842798681988344,16,False
ml1m,AFM,43,Steck-b,4,17965,1912,0.24284521646421123,0.3809753586877482,17,False
ml1m,FPMC,43,BASE,0,31819,2372,0.26599579187556643,0.4946199066275598,18,False
ml1m,FPMC,43,BASE,1,8817,1904,0.18054305761984268,0.45239063382545697,17,False
ml1m,FPMC,43,BASE,2,25786,1910,0.27562902748584855,0.42426536203021986,17,False
ml1m,FPMC,43,BASE,3,12812,1164,0.286202294488653,0.61700010619878,16,False
ml1m,FPMC,43,BASE,4,17965,1912,0.32997662544329875,0.4253538676985864,17,False
ml1m,FPMC,43,SIT,0,31819,2372,0.2556430647150833,0.5028815170471873,18,False
ml1m,FPMC,43,SIT,1,8817,1904,0.18498464120529484,0.44749365498896465,17,False
ml1m,FPMC,43,SIT,2,25786,1910,0.27497910370817086,0.43283972449726604,17,False
ml1m,FPMC,43,SIT,3,12812,1164,0.2687265553623467,0.6261724137227169,16,False
ml1m,FPMC,43,SIT,4,17965,1912,0.33882207557148375,0.4144128810910776,17,False
ml1m,FPMC,43,Steck-b,0,31819,2372,0.2644928595147106,0.49395950485778845,18,False
ml1m,FPMC,43,Steck-b,1,8817,1904,0.18069038148071986,0.45298516549045886,17,False
ml1m,FPMC,43,Steck-b,2,25786,1910,0.273575787999866,0.4227449402685625,17,False
ml1m,FPMC,43,Steck-b,3,12812,1164,0.2852345761169094,0.6176260054295301,16,False
ml1m,FPMC,43,Steck-b,4,17965,1912,0.3274781434333701,0.42499656736937325,17,False
ml1m,SASRec,43,BASE,0,31819,2372,0.309813046793407,0.5412777312466223,18,False
ml1m,SASRec,43,BASE,1,8817,1904,0.264338858133602,0.5010360702747104,17,False
ml1m,SASRec,43,BASE,2,25786,1910,0.31969729773788425,0.48781987901886986,17,False
ml1m,SASRec,43,BASE,3,12812,1164,0.3441514315570272,0.6547129840968989,16,False
ml1m,SASRec,43,BASE,4,17965,1912,0.38355074865460315,0.4690462131503707,17,False
ml1m,SASRec,43,SIT,0,31819,2372,0.3062345800374718,0.5418381057559424,18,False
ml1m,SASRec,43,SIT,1,8817,1904,0.26584019861731495,0.49974474704895605,17,False
ml1m,SASRec,43,SIT,2,25786,1910,0.31780770410090103,0.4869807098379032,17,False
ml1m,SASRec,43,SIT,3,12812,1164,0.33825580697116264,0.6558131323214537,16,False
ml1m,SASRec,43,SIT,4,17965,1912,0.38718044327690626,0.4653532636537872,17,False
ml1m,SASRec,43,Steck-b,0,31819,2372,0.30627220252361476,0.5430830943056422,18,False
ml1m,SASRec,43,Steck-b,1,8817,1904,0.26434506180176587,0.5021830269063683,17,False
ml1m,SASRec,43,Steck-b,2,25786,1910,0.3162803099165191,0.48885874487334174,17,False
