dataset,situation,n_users,dev_median,wilcoxon_p,ci_lo,ci_hi,note
saopaulo,0,242,-0.04198717948717949,5.819989079457681e-05,-0.06550721104292528,-0.0069444444444444475,
saopaulo,1,512,0.0,0.7496715902315816,0.0,0.013846447669977072,
saopaulo,2,1012,0.02440476190476192,3.6490785534784615e-07,0.011904761904761904,0.0355236782212885,
saopaulo,3,1154,-0.012566773504273512,0.006743415704168191,-0.02380952380952378,-0.002720354808590104,
